DEPT,TWT,seismicamplitude,AI_Jason_inv,AI_Log,Int,D2,Quadr,TraceGrad,GradMag,Freq,Phase,CosPhase
2223.108,1528.249,-243.232,,9679.7,1.7338,-132.6,1309.2,-41.7,645.9,29.8,99.9760,-0.1708
2223.260,1528.334,-264.711,,9623.4,1.7452,-134.1,1314.3,-45.0,648.8,29.9,100.8413,-0.1857
2223.413,1528.420,-286.193,,9565.4,1.7566,-135.6,1319.4,-48.3,651.6,30.0,101.7068,-0.2006
2223.565,1528.505,-307.677,,9515.7,1.7681,-137.1,1324.5,-51.6,654.5,30.0,102.5723,-0.2155
2223.718,1528.590,-329.165,,9496.0,1.7795,-138.6,1329.6,-54.9,657.4,30.1,103.4379,-0.2304
2223.870,1528.676,-350.656,,9517.8,1.7909,-140.1,1334.7,-58.2,660.3,30.1,104.3036,-0.2452
2224.022,1528.761,-372.149,,9616.3,1.8024,-141.6,1339.8,-61.4,663.1,30.2,105.1693,-0.2601
2224.175,1528.846,-393.645,,9718.1,1.8138,-143.1,1344.9,-64.7,666.0,30.2,106.0351,-0.2750
2224.327,1528.932,-415.143,,9790.9,1.8252,-144.5,1350.1,-68.0,668.9,30.3,106.9009,-0.2899
2224.480,1529.017,-438.283,,9839.6,1.8368,-144.2,1353.3,-71.3,672.5,30.3,107.7858,-0.3047
2224.632,1529.102,-465.590,,9876.7,1.8487,-136.7,1349.2,-74.5,678.8,30.4,108.7480,-0.3193
2224.784,1529.188,-493.311,,9909.7,1.8606,-129.2,1345.1,-77.7,685.1,30.4,109.7101,-0.3338
2224.937,1529.273,-521.035,,9912.9,1.8724,-121.7,1340.9,-80.9,691.4,30.4,110.6723,-0.3484
2225.089,1529.358,-548.761,,9946.3,1.8843,-114.1,1336.8,-84.2,697.7,30.5,111.6344,-0.3630
2225.242,1529.443,-576.489,,9992.0,1.8962,-106.6,1332.7,-87.4,704.0,30.5,112.5966,-0.3776
2225.394,1529.529,-604.219,,10015.4,1.9081,-99.1,1328.5,-90.6,710.3,30.5,113.5588,-0.3921
2225.546,1529.614,-631.951,,10038.4,1.9200,-91.6,1324.4,-93.8,716.6,30.6,114.5210,-0.4067
2225.699,1529.699,-659.685,,10078.9,1.9319,-84.0,1320.3,-97.0,722.9,30.6,115.4832,-0.4213
2225.851,1529.785,-687.420,,10115.6,1.9438,-76.5,1316.1,-100.1,729.2,30.6,116.4454,-0.4359
2226.004,1529.870,-715.157,,10094.5,1.9557,-69.0,1312.0,-103.3,735.5,30.7,117.4077,-0.4504
2226.156,1529.955,-742.897,,10064.0,1.9676,-61.5,1307.8,-106.5,741.9,30.7,118.3699,-0.4650
2226.308,1530.041,-770.637,,10052.9,1.9795,-53.9,1303.7,-109.7,748.2,30.7,119.3322,-0.4796
2226.461,1530.126,-798.380,,10028.9,1.9914,-46.4,1299.5,-112.9,754.5,30.8,120.2945,-0.4942
2226.613,1530.211,-826.124,,9969.4,2.0033,-38.9,1295.4,-116.1,760.8,30.8,121.2568,-0.5087
2226.766,1530.297,-853.871,,9911.0,2.0152,-31.4,1291.2,-119.3,767.1,30.8,122.2191,-0.5233
2226.918,1530.382,-881.621,,9842.0,2.0271,-23.8,1287.1,-122.4,773.4,30.8,123.1814,-0.5379
2227.070,1530.467,-909.373,,9763.4,2.0390,-16.3,1282.9,-125.6,779.7,30.9,124.1437,-0.5525
2227.223,1530.552,-937.125,,9691.5,2.0509,-8.8,1278.8,-128.8,786.0,30.9,125.1061,-0.5670
2227.375,1530.638,-964.877,,9630.2,2.0629,-1.2,1274.6,-131.9,792.3,30.9,126.0684,-0.5816
2227.528,1530.723,-992.631,,9572.1,2.0748,6.3,1270.5,-135.1,798.6,31.0,127.0307,-0.5962
2227.680,1530.808,-1020.387,,9530.8,2.0867,13.8,1266.3,-138.3,804.9,31.0,127.9931,-0.6108
2227.832,1530.894,-1048.146,,9518.0,2.0986,21.3,1262.1,-141.4,811.2,31.0,128.9554,-0.6253
2227.985,1530.979,-1075.909,,9509.3,2.1105,28.9,1258.0,-144.6,817.5,31.1,129.9178,-0.6399
2228.137,1531.064,-1102.684,,9477.1,2.1196,34.4,1244.4,-146.3,819.9,31.1,130.8734,-0.6513
2228.290,1531.150,-1129.140,,9425.9,2.1277,39.3,1227.8,-147.7,821.0,31.1,131.8266,-0.6616
2228.442,1531.235,-1155.596,,9371.4,2.1359,44.2,1211.2,-149.0,822.1,31.1,132.7799,-0.6720
2228.594,1531.320,-1182.052,,9312.8,2.1441,49.1,1194.6,-150.3,823.2,31.2,133.7331,-0.6823
2228.747,1531.406,-1208.505,,9275.9,2.1522,54.0,1177.9,-151.6,824.4,31.2,134.6862,-0.6926
2228.899,1531.491,-1234.958,,9278.7,2.1604,58.9,1161.3,-152.9,825.5,31.2,135.6393,-0.7030
2229.052,1531.576,-1261.411,,9294.0,2.1685,63.8,1144.7,-154.2,826.6,31.2,136.5924,-0.7133
2229.204,1531.662,-1287.866,,9319.3,2.1767,68.7,1128.1,-155.5,827.7,31.2,137.5455,-0.7236
2229.356,1531.747,-1314.324,,9323.4,2.1849,73.6,1111.5,-156.8,828.8,31.3,138.4986,-0.7340
2229.509,1531.832,-1340.785,,9285.5,2.1930,78.4,1094.8,-158.1,830.0,31.3,139.4516,-0.7443
2229.661,1531.918,-1367.247,,9250.2,2.2012,83.3,1078.2,-159.4,831.1,31.3,140.4047,-0.7546
2229.814,1532.003,-1393.709,,9223.6,2.2094,88.2,1061.6,-160.7,832.2,31.3,141.3577,-0.7649
2229.966,1532.088,-1420.170,,9196.3,2.2175,93.1,1044.9,-162.0,833.3,31.3,142.3107,-0.7753
2230.118,1532.174,-1446.632,,9140.7,2.2257,98.0,1028.3,-163.3,834.4,31.4,143.2636,-0.7856
2230.271,1532.259,-1473.096,,9073.8,2.2339,102.8,1011.7,-164.6,835.5,31.4,144.2166,-0.7959
2230.423,1532.344,-1499.563,,9015.5,2.2420,107.7,995.0,-165.9,836.6,31.4,145.1696,-0.8063
2230.576,1532.430,-1526.032,,8978.7,2.2502,112.6,978.4,-167.2,837.8,31.4,146.1225,-0.8166
2230.728,1532.515,-1552.503,,8969.2,2.2584,117.4,961.8,-168.5,838.9,31.4,147.0754,-0.8269
2230.880,1532.600,-1578.974,,8990.8,2.2666,122.3,945.1,-169.8,840.0,31.5,148.0284,-0.8372
2231.033,1532.686,-1605.444,,9013.1,2.2747,127.2,928.5,-171.1,841.1,31.5,148.9812,-0.8476
2231.185,1532.771,-1631.914,,8997.1,2.2829,132.0,911.9,-172.4,842.2,31.5,149.9341,-0.8579
2231.338,1532.856,-1658.382,,8977.8,2.2911,136.9,895.2,-173.7,843.3,31.5,150.8868,-0.8682
2231.490,1532.942,-1684.851,,8954.7,2.2993,141.8,878.6,-175.1,844.4,31.6,151.8395,-0.8785
2231.642,1533.027,-1709.375,,8945.2,2.3059,148.3,857.8,-175.9,843.0,31.6,152.7964,-0.8871
2231.795,1533.112,-1729.655,,8949.3,2.3091,158.4,828.0,-175.6,836.2,31.6,153.7626,-0.8918
2231.947,1533.197,-1749.940,,8954.7,2.3123,168.6,798.3,-175.3,829.3,31.6,154.7288,-0.8964
2232.100,1533.283,-1770.228,,8956.8,2.3155,178.7,768.5,-175.0,822.5,31.6,155.6950,-0.9011
2232.252,1533.368,-1790.520,,8958.0,2.3188,188.9,738.7,-174.7,815.7,31.7,156.6611,-0.9058
2232.404,1533.453,-1810.812,,8957.1,2.3220,199.0,708.9,-174.4,808.8,31.7,157.6272,-0.9104
2232.557,1533.539,-1831.104,,8951.5,2.3252,209.1,679.1,-174.1,802.0,31.7,158.5933,-0.9151
2232.709,1533.624,-1851.398,,8948.0,2.3285,219.3,649.4,-173.8,795.1,31.7,159.5593,-0.9197
2232.862,1533.709,-1871.691,,8961.1,2.3317,229.4,619.6,-173.5,788.3,31.7,160.5253,-0.9244
2233.014,1533.795,-1891.985,,8988.6,2.3349,239.6,589.8,-173.3,781.4,31.8,161.4913,-0.9291
2233.166,1533.880,-1912.281,,9001.7,2.3381,249.7,560.0,-173.0,774.6,31.8,162.4573,-0.9337
2233.319,1533.965,-1932.580,,9019.7,2.3413,259.9,530.2,-172.7,767.7,31.8,163.4232,-0.9384
2233.471,1534.051,-1952.880,,9032.1,2.3446,270.0,500.4,-172.5,760.8,31.8,164.3892,-0.9431
2233.624,1534.136,-1973.181,,9018.0,2.3478,280.2,470.6,-172.2,754.0,31.9,165.3550,-0.9477
2233.776,1534.221,-1993.480,,9015.3,2.3510,290.3,440.8,-171.9,747.1,31.9,166.3208,-0.9524
2233.928,1534.307,-2013.779,,9046.2,2.3542,300.5,411.1,-171.7,740.3,31.9,167.2867,-0.9571
2234.081,1534.392,-2034.078,,9065.6,2.3575,310.6,381.3,-171.4,733.4,31.9,168.2524,-0.9617
2234.233,1534.477,-2054.382,,9080.0,2.3607,320.8,351.5,-171.2,726.5,31.9,169.2182,-0.9664
2234.386,1534.563,-2074.687,,9092.9,2.3639,330.9,321.7,-170.9,719.6,32.0,170.1839,-0.9710
2234.538,1534.648,-2094.994,,9096.6,2.3671,341.1,291.9,-170.7,712.8,32.0,171.1496,-0.9757
2234.690,1534.733,-2115.303,,9087.2,2.3704,351.2,262.1,-170.4,705.9,32.0,172.1152,-0.9804
2234.843,1534.819,-2135.616,,9090.1,2.3736,361.4,232.3,-170.2,699.0,32.0,173.0809,-0.9850
2234.995,1534.904,-2155.933,,9123.3,2.3768,371.6,202.5,-169.9,692.1,32.1,174.0465,-0.9897
2235.148,1534.989,-2174.562,,9160.7,2.3800,381.7,172.7,-169.7,685.2,32.1,175.0121,-0.9944
2235.300,1535.074,-2182.300,,9197.6,2.3841,386.8,133.8,-164.9,677.2,32.1,162.5817,-0.9932
2235.452,1535.160,-2186.280,,9215.4,2.3883,391.1,93.6,-159.4,669.0,32.1,148.2077,-0.9911
2235.605,1535.245,-2190.261,,9195.0,2.3924,395.4,53.3,-154.0,660.8,32.2,133.8337,-0.9891
2235.757,1535.330,-2194.245,,9169.8,2.3966,399.8,13.1,-148.5,652.6,32.2,119.4598,-0.9870
2235.910,1535.416,-2198.230,,9157.5,2.4008,404.1,-27.2,-143.0,644.4,32.2,105.0859,-0.9850
2236.062,1535.501,-2202.212,,9162.2,2.4050,408.5,-67.4,-137.5,636.2,32.3,90.7121,-0.9830
2236.214,1535.586,-2206.193,,9196.7,2.4091,412.8,-107.7,-132.0,628.0,32.3,76.3382,-0.9809
2236.367,1535.672,-2210.175,,9228.5,2.4133,417.2,-147.9,-126.5,619.8,32.3,61.9643,-0.9789
2236.519,1535.757,-2214.159,,9255.4,2.4175,421.5,-188.2,-121.1,611.6,32.3,47.5906,-0.9769
2236.672,1535.842,-2218.147,,9286.6,2.4216,425.9,-228.5,-115.6,603.4,32.4,33.2168,-0.9748
2236.824,1535.928,-2222.135,,9352.6,2.4258,430.2,-268.8,-110.1,595.2,32.4,18.8431,-0.9728
2236.976,1536.013,-2226.123,,9412.4,2.4300,434.6,-309.0,-104.6,587.0,32.4,4.4695,-0.9707
2237.129,1536.098,-2230.112,,9466.8,2.4342,439.0,-349.3,-99.1,578.8,32.5,-9.9041,-0.9687
2237.281,1536.184,-2234.103,,9516.1,2.4383,443.3,-389.6,-93.5,570.6,32.5,-24.2777,-0.9667
2237.434,1536.269,-2238.096,,9560.9,2.4425,447.7,-429.9,-88.0,562.4,32.5,-38.6513,-0.9646
2237.586,1536.354,-2242.090,,9601.8,2.4467,452.1,-470.2,-82.5,554.2,32.5,-53.0249,-0.9626
2237.738,1536.440,-2246.083,,9612.1,2.4508,456.5,-510.5,-77.0,545.9,32.6,-67.3984,-0.9605
2237.891,1536.525,-2250.077,,9565.3,2.4550,460.9,-550.8,-71.5,537.7,32.6,-81.7720,-0.9585
2238.043,1536.610,-2254.074,,9523.0,2.4592,465.3,-591.1,-66.0,529.5,32.6,-96.1455,-0.9565
2238.196,1536.696,-2258.073,,9511.2,2.4634,469.7,-631.4,-60.5,521.3,32.7,-110.5190,-0.9544
2238.348,1536.781,-2262.072,,9502.6,2.4675,474.1,-671.7,-54.9,513.1,32.7,-124.8925,-0.9524
2238.500,1536.866,-2266.073,,9473.0,2.4717,478.5,-712.0,-49.4,504.9,32.7,-139.2660,-0.9503
2238.653,1536.952,-2270.075,,9427.0,2.4759,482.9,-752.3,-43.9,496.7,32.7,-153.6394,-0.9483
2238.805,1537.037,-2265.124,,9352.5,2.4819,485.0,-792.8,-37.7,496.0,32.8,-161.3576,-0.9433
2238.958,1537.122,-2248.422,,9292.5,2.4904,484.2,-833.3,-30.6,505.3,32.8,-160.3428,-0.9345
2239.110,1537.208,-2231.720,,9266.6,2.4990,483.3,-873.9,-23.6,514.5,32.8,-159.3279,-0.9257
2239.262,1537.293,-2215.016,,9242.5,2.5075,482.5,-914.5,-16.5,523.7,32.9,-158.3130,-0.9169
2239.415,1537.378,-2198.310,,9224.8,2.5160,481.6,-955.1,-9.5,532.9,32.9,-157.2980,-0.9081
2239.567,1537.464,-2181.600,,9214.5,2.5245,480.7,-995.7,-2.4,542.2,32.9,-156.2831,-0.8993
2239.720,1537.549,-2164.886,,9191.7,2.5330,479.9,-1036.3,4.6,551.4,32.9,-155.2681,-0.8905
2239.872,1537.634,-2148.168,,9155.1,2.5415,479.0,-1076.8,11.7,560.7,33.0,-154.2532,-0.8816
2240.024,1537.719,-2131.446,,9123.1,2.5500,478.1,-1117.4,18.7,569.9,33.0,-153.2383,-0.8728
2240.177,1537.805,-2114.720,,9139.2,2.5586,477.2,-1158.0,25.8,579.2,33.0,-152.2233,-0.8640
2240.329,1537.890,-2097.991,,9166.8,2.5671,476.3,-1198.6,32.8,588.5,33.0,-151.2084,-0.8552
2240.482,1537.975,-2081.258,,9172.9,2.5756,475.4,-1239.2,39.9,597.8,33.1,-150.1934,-0.8464
2240.634,1538.061,-2064.521,,9153.1,2.5841,474.5,-1279.8,46.9,607.0,33.1,-149.1784,-0.8376
2240.786,1538.146,-2047.782,,9101.4,2.5926,473.6,-1320.4,54.0,616.3,33.1,-148.1634,-0.8288
2240.939,1538.231,-2031.039,,9058.6,2.6011,472.7,-1361.0,61.0,625.6,33.2,-147.1484,-0.8200
2241.091,1538.317,-2014.294,,9038.5,2.6096,471.8,-1401.7,68.1,634.9,33.2,-146.1333,-0.8111
2241.244,1538.402,-1997.547,,9026.2,2.6181,470.9,-1442.3,75.1,644.2,33.2,-145.1182,-0.8023
2241.396,1538.487,-1980.797,,9029.6,2.6267,469.9,-1482.9,82.2,653.5,33.2,-144.1031,-0.7935
2241.548,1538.573,-1964.046,,9038.7,2.6352,469.0,-1523.5,89.2,662.8,33.3,-143.0880,-0.7847
2241.701,1538.658,-1947.291,,9036.5,2.6437,468.1,-1564.1,96.3,672.2,33.3,-142.0728,-0.7759
2241.853,1538.743,-1930.532,,9023.7,2.6522,467.1,-1604.8,103.3,681.5,33.3,-141.0576,-0.7671
2242.006,1538.829,-1913.770,,9007.0,2.6607,466.2,-1645.4,110.4,690.8,33.3,-140.0424,-0.7583
2242.158,1538.914,-1897.005,,8998.3,2.6693,465.2,-1686.0,117.5,700.1,33.4,-139.0271,-0.7494
2242.310,1538.999,-1879.044,,8992.0,2.6778,464.3,-1726.7,124.5,709.5,33.4,-138.0119,-0.7406
2242.463,1539.085,-1843.825,,8975.1,2.6871,454.6,-1756.6,128.7,726.5,33.4,-136.9564,-0.7259
2242.615,1539.170,-1807.251,,8942.8,2.6964,444.9,-1786.5,132.9,743.6,33.4,-135.9007,-0.7111
2242.768,1539.255,-1770.675,,8920.6,2.7057,435.3,-1816.4,137.1,760.7,33.4,-134.8449,-0.6963
2242.920,1539.341,-1734.097,,8930.1,2.7150,425.6,-1846.2,141.2,777.8,33.5,-133.7891,-0.6815
2243.072,1539.426,-1697.516,,8951.2,2.7243,415.9,-1876.1,145.4,794.9,33.5,-132.7334,-0.6667
2243.225,1539.511,-1660.932,,9005.7,2.7336,406.2,-1906.0,149.6,812.0,33.5,-131.6778,-0.6519
2243.377,1539.597,-1624.346,,9080.0,2.7429,396.6,-1935.8,153.8,829.1,33.5,-130.6222,-0.6371
2243.530,1539.682,-1587.759,,9126.4,2.7521,386.9,-1965.7,157.9,846.2,33.5,-129.5667,-0.6223
2243.682,1539.767,-1551.170,,9139.9,2.7614,377.2,-1995.6,162.1,863.3,33.5,-128.5111,-0.6075
2243.834,1539.853,-1514.579,,9149.5,2.7707,367.6,-2025.5,166.3,880.4,33.5,-127.4556,-0.5927
2243.987,1539.938,-1477.986,,9146.8,2.7800,357.9,-2055.3,170.4,897.5,33.5,-126.4001,-0.5779
2244.139,1540.023,-1441.392,,9149.1,2.7893,348.2,-2085.2,174.6,914.6,33.6,-125.3446,-0.5631
2244.292,1540.109,-1404.796,,9178.1,2.7986,338.6,-2115.1,178.7,931.7,33.6,-124.2891,-0.5483
2244.444,1540.194,-1368.199,,9216.3,2.8079,328.9,-2145.0,182.9,948.8,33.6,-123.2337,-0.5335
2244.596,1540.279,-1331.600,,9290.0,2.8172,319.3,-2174.8,187.1,965.9,33.6,-122.1783,-0.5187
2244.749,1540.365,-1295.000,,9389.3,2.8266,309.6,-2204.7,191.2,983.0,33.6,-121.1229,-0.5039
2244.901,1540.450,-1258.398,,9517.8,2.8359,300.0,-2234.6,195.4,1000.0,33.6,-120.0676,-0.4891
2245.054,1540.535,-1221.794,,9641.5,2.8452,290.4,-2264.5,199.5,1017.1,33.6,-119.0122,-0.4743
2245.206,1540.620,-1185.188,,9747.1,2.8545,280.7,-2294.4,203.7,1034.2,33.6,-117.9569,-0.4595
2245.358,1540.706,-1148.581,,9837.4,2.8638,271.1,-2324.2,207.8,1051.3,33.7,-116.9016,-0.4448
2245.511,1540.791,-1111.972,,9940.9,2.8731,261.5,-2354.1,212.0,1068.4,33.7,-115.8463,-0.4300
2245.663,1540.876,-1075.360,,10052.0,2.8824,251.8,-2384.0,216.1,1085.5,33.7,-114.7911,-0.4152
2245.816,1540.962,-1038.580,,10180.9,2.8917,242.2,-2413.9,220.3,1102.6,33.7,-113.7359,-0.4004
2245.968,1541.047,-996.531,,10295.2,2.9000,232.8,-2433.3,222.0,1113.8,33.7,-112.6869,-0.3840
2246.120,1541.132,-949.762,,10357.8,2.9073,223.5,-2444.2,221.8,1120.4,33.7,-111.6430,-0.3663
2246.273,1541.218,-902.989,,10392.2,2.9146,214.2,-2455.1,221.6,1126.9,33.7,-110.5992,-0.3486
2246.425,1541.303,-856.213,,10388.5,2.9220,204.9,-2466.0,221.4,1133.5,33.6,-109.5553,-0.3309
2246.578,1541.388,-809.434,,10366.4,2.9293,195.6,-2476.9,221.2,1140.0,33.6,-108.5115,-0.3132
2246.730,1541.474,-762.652,,10346.6,2.9367,186.3,-2487.7,221.0,1146.6,33.6,-107.4676,-0.2955
2246.882,1541.559,-715.866,,10347.3,2.9440,177.0,-2498.6,220.8,1153.1,33.6,-106.4238,-0.2778
2247.035,1541.644,-669.077,,10362.7,2.9514,167.7,-2509.5,220.6,1159.6,33.6,-105.3799,-0.2601
2247.187,1541.730,-622.283,,10388.1,2.9587,158.4,-2520.4,220.4,1166.2,33.6,-104.3361,-0.2424
2247.340,1541.815,-575.484,,10405.0,2.9661,149.1,-2531.3,220.2,1172.7,33.5,-103.2922,-0.2247
2247.492,1541.900,-528.682,,10423.1,2.9734,139.8,-2542.2,220.0,1179.2,33.5,-102.2483,-0.2071
2247.644,1541.986,-481.875,,10455.3,2.9808,130.5,-2553.1,219.9,1185.8,33.5,-101.2044,-0.1894
2247.797,1542.071,-435.066,,10481.8,2.9881,121.2,-2564.0,219.7,1192.3,33.5,-100.1605,-0.1717
2247.949,1542.156,-388.257,,10488.4,2.9954,111.8,-2574.9,219.5,1198.8,33.5,-99.1166,-0.1540
2248.102,1542.242,-341.444,,10475.2,3.0028,102.5,-2585.8,219.3,1205.4,33.5,-98.0728,-0.1363
2248.254,1542.327,-294.626,,10463.4,3.0101,93.2,-2596.7,219.1,1211.9,33.4,-97.0290,-0.1186
2248.406,1542.412,-247.804,,10464.5,3.0175,83.9,-2607.6,218.9,1218.4,33.4,-95.9851,-0.1009
2248.559,1542.498,-200.976,,10470.8,3.0248,74.5,-2618.5,218.7,1224.9,33.4,-94.9411,-0.0832
2248.711,1542.583,-154.145,,10478.3,3.0322,65.2,-2629.4,218.6,1231.5,33.4,-93.8972,-0.0655
2248.864,1542.668,-107.310,,10485.6,3.0395,55.9,-2640.3,218.4,1238.0,33.4,-92.8532,-0.0478
2249.016,1542.754,-60.471,,10485.9,3.0469,46.6,-2651.2,218.2,1244.5,33.3,-91.8092,-0.0301
2249.168,1542.839,-13.630,,10490.3,3.0542,37.2,-2662.1,218.0,1251.0,33.3,-90.7653,-0.0124
2249.321,1542.924,33.214,,10534.5,3.0616,27.9,-2673.0,217.9,1257.6,33.3,-89.7213,0.0053
2249.473,1543.010,80.237,,10574.3,3.0687,18.5,-2681.8,217.7,1262.8,33.3,-88.6788,0.0229
2249.626,1543.095,127.841,,10606.0,3.0744,9.3,-2673.3,217.4,1257.8,33.2,-87.6480,0.0403
2249.778,1543.180,175.530,,10608.5,3.0800,0.1,-2664.9,217.2,1252.7,33.2,-86.6172,0.0576
2249.930,1543.266,223.221,,10594.1,3.0856,-9.2,-2656.4,216.9,1247.7,33.1,-85.5864,0.0749
2250.083,1543.351,270.912,,10555.3,3.0912,-18.4,-2648.0,216.7,1242.7,33.0,-84.5557,0.0923
2250.235,1543.436,318.602,,10504.8,3.0969,-27.7,-2639.5,216.4,1237.7,33.0,-83.5250,0.1096
2250.388,1543.521,366.294,,10431.8,3.1025,-36.9,-2631.1,216.2,1232.7,32.9,-82.4944,0.1269
2250.540,1543.607,413.989,,10365.1,3.1081,-46.1,-2622.6,216.0,1227.6,32.9,-81.4638,0.1442
2250.692,1543.692,461.687,,10320.8,3.1137,-55.4,-2614.2,215.7,1222.6,32.8,-80.4332,0.1616
2250.845,1543.777,509.389,,10286.1,3.1193,-64.6,-2605.7,215.5,1217.6,32.7,-79.4026,0.1789
2250.997,1543.863,557.095,,10260.4,3.1250,-73.9,-2597.2,215.2,1212.5,32.7,-78.3720,0.1962
2251.150,1543.948,604.806,,10244.9,3.1306,-83.1,-2588.8,214.9,1207.5,32.6,-77.3413,0.2136
2251.302,1544.033,652.520,,10230.7,3.1362,-92.3,-2580.3,214.7,1202.5,32.6,-76.3107,0.2309
2251.454,1544.119,700.235,,10211.8,3.1418,-101.6,-2571.9,214.4,1197.5,32.5,-75.2801,0.2482
2251.607,1544.204,747.951,,10201.2,3.1474,-110.8,-2563.4,214.2,1192.4,32.4,-74.2495,0.2656
2251.759,1544.289,795.671,,10204.6,3.1531,-120.1,-2554.9,213.9,1187.4,32.4,-73.2189,0.2829
2251.912,1544.375,843.394,,10220.1,3.1587,-129.3,-2546.5,213.7,1182.4,32.3,-72.1884,0.3002
2252.064,1544.460,891.121,,10228.4,3.1643,-138.5,-2538.0,213.4,1177.3,32.2,-71.1578,0.3175
2252.216,1544.545,938.852,,10215.0,3.1699,-147.8,-2529.5,213.2,1172.3,32.2,-70.1272,0.3349
2252.369,1544.630,986.585,,10192.8,3.1755,-157.0,-2521.1,212.9,1167.2,32.1,-69.0965,0.3522
2252.521,1544.716,1034.322,,10165.4,3.1812,-166.3,-2512.6,212.6,1162.2,32.1,-68.0660,0.3695
2252.674,1544.801,1082.061,,10136.4,3.1868,-175.5,-2504.1,212.4,1157.2,32.0,-67.0354,0.3869
2252.826,1544.886,1129.802,,10110.4,3.1924,-184.8,-2495.7,212.1,1152.1,31.9,-66.0048,0.4042
2252.978,1544.972,1177.547,,10103.7,3.1980,-194.0,-2487.2,211.9,1147.1,31.9,-64.9743,0.4215
2253.131,1545.057,1219.667,,10110.3,3.2043,-203.0,-2466.5,207.9,1134.9,31.8,-63.9728,0.4364
2253.283,1545.142,1259.011,,10136.4,3.2110,-211.8,-2439.8,202.2,1119.2,31.7,-62.9858,0.4500
2253.436,1545.228,1298.358,,10165.6,3.2176,-220.6,-2413.1,196.5,1103.5,31.6,-61.9988,0.4637
2253.588,1545.313,1337.706,,10191.3,3.2242,-229.5,-2386.4,190.9,1087.8,31.5,-61.0117,0.4773
2253.740,1545.398,1377.058,,10213.9,3.2309,-238.3,-2359.7,185.2,1072.0,31.3,-60.0247,0.4910
2253.893,1545.484,1416.412,,10215.9,3.2375,-247.1,-2332.9,179.5,1056.3,31.2,-59.0377,0.5046
2254.045,1545.569,1455.771,,10195.7,3.2442,-256.0,-2306.2,173.8,1040.6,31.1,-58.0506,0.5183
2254.198,1545.654,1495.133,,10139.9,3.2508,-264.8,-2279.5,168.1,1024.9,31.0,-57.0636,0.5319
2254.350,1545.740,1534.496,,10081.0,3.2574,-273.6,-2252.8,162.4,1009.2,30.9,-56.0766,0.5456
2254.502,1545.825,1573.860,,10033.0,3.2641,-282.5,-2226.1,156.7,993.5,30.8,-55.0895,0.5592
2254.655,1545.910,1613.226,,10009.2,3.2707,-291.3,-2199.4,151.0,977.8,30.7,-54.1025,0.5729
2254.807,1545.996,1652.595,,10023.2,3.2773,-300.1,-2172.6,145.3,962.0,30.6,-53.1155,0.5865
2254.960,1546.081,1691.967,,10034.4,3.2840,-309.0,-2145.9,139.6,946.3,30.5,-52.1285,0.6002
2255.112,1546.166,1731.341,,10011.1,3.2906,-317.8,-2119.2,133.9,930.6,30.4,-51.1415,0.6138
2255.264,1546.252,1770.718,,9970.1,3.2972,-326.6,-2092.5,128.2,914.9,30.3,-50.1545,0.6275
2255.417,1546.337,1810.096,,9926.7,3.3039,-335.5,-2065.7,122.5,899.2,30.2,-49.1674,0.6411
2255.569,1546.422,1849.477,,9899.4,3.3105,-344.3,-2039.0,116.9,883.5,30.0,-48.1804,0.6548
2255.722,1546.507,1888.860,,9888.1,3.3171,-353.1,-2012.3,111.2,867.8,29.9,-47.1934,0.6684
2255.874,1546.593,1928.246,,9862.2,3.3238,-362.0,-1985.5,105.5,852.1,29.8,-46.2064,0.6821
2256.026,1546.678,1967.634,,9803.2,3.3304,-370.8,-1958.8,99.8,836.4,29.7,-45.2194,0.6957
2256.179,1546.763,2007.025,,9752.2,3.3370,-379.6,-1932.1,94.1,820.7,29.6,-44.2324,0.7094
2256.331,1546.849,2046.420,,9701.4,3.3437,-388.5,-1905.3,88.4,804.9,29.5,-43.2454,0.7230
2256.484,1546.934,2085.817,,9618.6,3.3503,-397.3,-1878.6,82.8,789.2,29.4,-42.2584,0.7367
2256.636,1547.019,2121.201,,9528.6,3.3579,-403.6,-1849.6,76.3,773.3,29.3,-41.2963,0.7490
2256.788,1547.105,2143.464,,9442.2,3.3687,-401.5,-1812.9,67.0,756.4,29.1,-40.4189,0.7569
2256.941,1547.190,2165.628,,9366.7,3.3796,-399.4,-1776.2,57.7,739.5,29.0,-39.5416,0.7648
2257.093,1547.275,2187.794,,9304.4,3.3904,-397.2,-1739.5,48.4,722.7,28.9,-38.6642,0.7727
2257.246,1547.361,2209.963,,9246.5,3.4012,-395.1,-1702.9,39.1,705.8,28.7,-37.7868,0.7806
2257.398,1547.446,2232.134,,9179.7,3.4121,-393.0,-1666.2,29.8,689.0,28.6,-36.9094,0.7884
2257.550,1547.531,2254.307,,9111.2,3.4229,-390.9,-1629.5,20.5,672.1,28.4,-36.0319,0.7963
2257.703,1547.617,2276.483,,9038.7,3.4337,-388.7,-1592.8,11.3,655.2,28.3,-35.1545,0.8042
2257.855,1547.702,2298.661,,8974.3,3.4446,-386.6,-1556.1,2.0,638.4,28.2,-34.2770,0.8121
2258.008,1547.787,2320.840,,8922.8,3.4554,-384.5,-1519.4,-7.3,621.5,28.0,-33.3995,0.8200
2258.160,1547.873,2343.022,,8876.5,3.4662,-382.4,-1482.6,-16.6,604.7,27.9,-32.5219,0.8279
