DEPT,TWT,seismicamplitude,AI_Jason_inv,AI_Log,Int,D2,Quadr,TraceGrad,GradMag,Freq,Phase,CosPhase
3225.900,1988.791,796.790,11214,14184.8,1.1744,-262.4,-435.5,-69.7,218.2,45.8,-27.8729,0.8597
3226.052,1988.855,805.532,11215.01856,13840.4,1.1626,-258.5,-418.9,-73.4,206.6,45.8,-26.7979,0.8717
3226.205,1988.920,814.276,11216.03711,13748.3,1.1509,-254.6,-402.2,-77.1,194.9,45.8,-25.7231,0.8838
3226.357,1988.985,822.826,11217.05566,13908.3,1.1391,-250.8,-385.6,-80.7,183.3,45.7,-24.6485,0.8958
3226.510,1989.049,825.626,11218.07422,14232.4,1.1306,-248.8,-369.8,-81.1,178.7,45.7,-23.6278,0.9007
3226.662,1989.114,826.309,11219.09375,14505.6,1.1232,-247.4,-354.3,-80.5,176.3,45.6,-22.6238,0.9035
3226.814,1989.178,826.994,11220.11426,14494.1,1.1157,-246.1,-338.7,-79.9,173.8,45.5,-21.6197,0.9062
3226.967,1989.243,827.680,11221.13477,14314.6,1.1083,-244.7,-323.1,-79.3,171.4,45.4,-20.6154,0.9089
3227.119,1989.307,828.366,11222.15527,14189.2,1.1008,-243.3,-307.6,-78.7,169.0,45.4,-19.6113,0.9116
3227.272,1989.372,829.053,11223.17481,14224.2,1.0934,-241.9,-292.0,-78.0,166.5,45.3,-18.6073,0.9143
3227.424,1989.437,829.741,11224.19434,14389.8,1.0859,-240.5,-276.5,-77.4,164.1,45.2,-17.6030,0.9171
3227.576,1989.501,830.430,11225.21387,14585.6,1.0784,-239.1,-260.9,-76.8,161.6,45.1,-16.5986,0.9198
3227.729,1989.566,831.120,11226.23438,14800.2,1.0710,-237.7,-245.3,-76.2,159.2,45.1,-15.5942,0.9225
3227.881,1989.630,831.809,11227.25391,15006.9,1.0635,-236.3,-229.8,-75.6,156.8,45.0,-14.5900,0.9253
3228.034,1989.695,832.499,11228.27344,15175.4,1.0560,-235.0,-214.2,-75.0,154.3,44.9,-13.5861,0.9280
3228.186,1989.759,833.190,11229.29395,15317.5,1.0486,-233.6,-198.6,-74.3,151.9,44.8,-12.5822,0.9307
3228.338,1989.824,833.881,11230.31348,15440.9,1.0411,-232.2,-183.1,-73.7,149.4,44.8,-11.5783,0.9335
3228.491,1989.888,834.574,11231.33496,15589.1,1.0336,-230.8,-167.5,-73.1,146.9,44.7,-10.5742,0.9362
3228.643,1989.953,835.269,11232.35449,15774.0,1.0262,-229.4,-152.0,-72.5,144.5,44.6,-9.5701,0.9389
3228.796,1990.018,835.965,11233.37598,15906.7,1.0187,-228.0,-136.4,-71.9,142.0,44.5,-8.5663,0.9417
3228.948,1990.082,836.662,11234.39746,15917.0,1.0112,-226.6,-120.8,-71.3,139.5,44.5,-7.5626,0.9444
3229.100,1990.147,837.359,11235.41895,16001.5,1.0037,-225.2,-105.3,-70.7,137.1,44.4,-6.5588,0.9472
3229.253,1990.211,838.059,11236.43945,16178.2,0.9963,-223.8,-89.7,-70.1,134.6,44.3,-5.5547,0.9499
3229.405,1990.276,838.760,11237.46094,16337.1,0.9888,-222.4,-74.1,-69.4,132.1,44.2,-4.5503,0.9526
3229.558,1990.340,839.462,11238.48145,16451.4,0.9813,-221.0,-58.6,-68.8,129.6,44.2,-3.5456,0.9554
3229.710,1990.405,840.167,11237.12695,16485.1,0.9738,-219.6,-43.0,-68.2,127.1,44.1,-2.5407,0.9582
3229.862,1990.469,840.871,11234.07129,16428.2,0.9664,-218.1,-27.4,-67.6,124.6,44.0,-1.5356,0.9609
3230.015,1990.534,841.577,11231.01465,16237.3,0.9589,-216.7,-11.8,-67.0,122.1,43.9,-0.5307,0.9637
3230.167,1990.599,842.284,11227.95996,16025.4,0.9514,-215.3,3.8,-66.4,119.6,43.8,0.4740,0.9664
3230.320,1990.663,842.990,11224.9043,15717.0,0.9439,-213.9,19.3,-65.8,117.1,43.8,1.4785,0.9692
3230.472,1990.728,843.697,11221.84863,15479.5,0.9364,-212.5,34.9,-65.2,114.6,43.7,2.4830,0.9719
3230.624,1990.792,844.403,11218.79199,15491.7,0.9290,-211.1,50.5,-64.6,112.1,43.6,3.4875,0.9747
3230.777,1990.857,845.110,11215.73438,15592.4,0.9215,-209.7,66.1,-64.0,109.6,43.5,4.4920,0.9775
3230.929,1990.922,845.817,11212.67676,15741.0,0.9140,-208.3,81.7,-63.4,107.1,43.5,5.4967,0.9802
3231.082,1990.986,846.527,11209.62012,15991.8,0.9065,-206.8,97.2,-62.8,104.6,43.4,6.5013,0.9830
3231.234,1991.051,842.014,11206.56348,16199.5,0.9047,-204.5,110.4,-62.4,108.1,43.3,7.4677,0.9789
3231.386,1991.115,836.060,11203.50684,16279.2,0.9045,-201.8,123.0,-62.1,113.3,43.2,8.4236,0.9730
3231.539,1991.180,830.106,11200.44922,16290.1,0.9042,-199.2,135.5,-61.7,118.5,43.2,9.3794,0.9670
3231.691,1991.244,824.154,11197.39356,16012.9,0.9040,-196.6,148.1,-61.3,123.7,43.1,10.3351,0.9610
3231.844,1991.309,818.202,11194.33594,15579.2,0.9038,-194.0,160.6,-61.0,128.8,43.0,11.2907,0.9551
3231.996,1991.373,812.251,11191.2793,15147.1,0.9035,-191.3,173.2,-60.6,134.0,43.0,12.2463,0.9491
3232.148,1991.438,806.300,11188.2207,14652.3,0.9033,-188.7,185.7,-60.3,139.2,42.9,13.2018,0.9431
3232.301,1991.503,800.351,11185.16406,14222.2,0.9031,-186.1,198.2,-59.9,144.4,42.8,14.1574,0.9372
3232.453,1991.567,794.403,11182.10547,13919.9,0.9028,-183.5,210.8,-59.6,149.6,42.7,15.1132,0.9312
3232.606,1991.632,788.457,11179.04883,13977.5,0.9026,-180.9,223.3,-59.2,154.7,42.7,16.0690,0.9253
3232.758,1991.696,782.512,11175.99121,14165.5,0.9024,-178.2,235.9,-58.9,159.9,42.6,17.0246,0.9193
3232.910,1991.761,776.568,11172.93262,14490.2,0.9021,-175.6,248.4,-58.5,165.1,42.5,17.9802,0.9134
3233.063,1991.825,770.624,11169.875,14784.1,0.9019,-173.0,261.0,-58.2,170.3,42.4,18.9358,0.9074
3233.215,1991.890,764.681,11166.81738,14646.1,0.9017,-170.4,273.5,-57.8,175.5,42.4,19.8916,0.9015
3233.368,1991.954,758.739,11163.75977,14435.7,0.9014,-167.8,286.1,-57.4,180.7,42.3,20.8474,0.8955
3233.520,1992.019,752.798,11160.7002,14178.6,0.9012,-165.2,298.6,-57.1,185.8,42.2,21.8033,0.8896
3233.672,1992.084,746.859,11157.64258,13900.7,0.9009,-162.6,311.2,-56.7,191.0,42.1,22.7591,0.8836
3233.825,1992.148,740.921,11154.58398,13576.0,0.9007,-160.0,323.7,-56.4,196.2,42.1,23.7151,0.8777
3233.977,1992.213,734.984,11151.52637,13249.7,0.9004,-157.3,336.3,-56.0,201.4,42.0,24.6711,0.8717
3234.130,1992.277,729.047,11148.46777,12936.6,0.9002,-154.7,348.9,-55.7,206.6,41.9,25.6271,0.8658
3234.282,1992.342,723.111,11145.40918,12583.0,0.9000,-152.1,361.4,-55.3,211.8,41.8,26.5831,0.8599
3234.434,1992.406,717.174,11142.34961,12230.7,0.8997,-149.5,374.0,-54.9,216.9,41.8,27.5390,0.8539
3234.587,1992.471,711.238,11139.29102,11887.6,0.8995,-146.9,386.5,-54.6,222.1,41.7,28.4950,0.8480
3234.739,1992.536,705.304,11136.23047,11586.8,0.8992,-144.3,399.1,-54.2,227.3,41.6,29.4508,0.8420
3234.892,1992.600,699.372,11133.17188,11378.7,0.8990,-141.7,411.6,-53.9,232.5,41.6,30.4065,0.8361
3235.044,1992.665,693.440,11130.11426,11244.8,0.8987,-139.1,424.2,-53.5,237.7,41.5,31.3623,0.8302
3235.196,1992.729,687.501,11127.06055,11220.5,0.8984,-136.5,436.8,-53.1,242.9,41.4,32.3185,0.8242
3235.349,1992.794,681.562,11124.00684,11204.6,0.8982,-133.9,449.3,-52.8,248.1,41.3,33.2749,0.8183
3235.501,1992.858,675.623,11120.95117,11132.2,0.8979,-131.3,461.9,-52.4,253.3,41.3,34.2314,0.8124
3235.654,1992.923,669.684,11117.89844,11032.1,0.8976,-128.7,474.4,-52.1,258.5,41.2,35.1882,0.8064
3235.806,1992.987,663.642,11115.27246,10898.9,0.8974,-126.1,487.0,-51.7,263.7,41.1,36.1451,0.8005
3235.958,1993.052,654.539,11115.2793,10765.2,0.8991,-125.1,496.3,-53.3,268.2,41.0,37.0718,0.7896
3236.111,1993.117,644.543,11115.28613,10690.0,0.9014,-124.4,504.9,-55.3,272.5,41.0,37.9914,0.7775
3236.263,1993.181,634.547,11115.29297,10706.1,0.9036,-123.7,513.4,-57.4,276.8,40.9,38.9110,0.7654
3236.416,1993.246,624.553,11115.29688,10920.1,0.9058,-122.9,521.9,-59.4,281.1,40.8,39.8304,0.7533
3236.568,1993.310,614.560,11115.30078,11176.6,0.9081,-122.2,530.5,-61.4,285.5,40.8,40.7495,0.7411
3236.720,1993.375,604.568,11115.30371,11401.7,0.9103,-121.5,539.0,-63.5,289.8,40.7,41.6687,0.7290
3236.873,1993.439,594.574,11115.30664,11573.9,0.9126,-120.8,547.5,-65.5,294.1,40.6,42.5881,0.7169
3237.025,1993.504,584.580,11115.31152,11709.4,0.9148,-120.1,556.1,-67.5,298.4,40.6,43.5078,0.7048
3237.178,1993.568,574.584,11115.31543,11796.8,0.9170,-119.4,564.6,-69.6,302.7,40.5,44.4275,0.6927
3237.330,1993.633,564.588,11115.31836,11852.7,0.9193,-118.6,573.1,-71.6,307.0,40.4,45.3473,0.6806
3237.482,1993.698,554.592,11115.32129,11880.9,0.9215,-117.9,581.7,-73.6,311.3,40.4,46.2672,0.6685
3237.635,1993.762,544.594,11115.32422,11905.7,0.9238,-117.2,590.2,-75.7,315.6,40.3,47.1873,0.6564
3237.787,1993.827,534.595,11115.32813,11946.5,0.9260,-116.5,598.8,-77.7,319.9,40.2,48.1076,0.6442
3237.940,1993.891,524.592,11115.33203,11985.9,0.9282,-115.7,607.3,-79.7,324.2,40.1,49.0283,0.6321
3238.092,1993.956,514.590,11115.33594,11993.0,0.9305,-115.0,615.8,-81.8,328.5,40.1,49.9490,0.6200
3238.244,1994.020,504.587,11115.33887,11959.0,0.9327,-114.3,624.4,-83.8,332.8,40.0,50.8697,0.6079
3238.397,1994.085,494.586,11115.3418,11843.2,0.9350,-113.5,632.9,-85.8,337.1,39.9,51.7903,0.5958
3238.549,1994.150,484.585,11115.34473,11712.7,0.9372,-112.8,641.5,-87.9,341.5,39.9,52.7107,0.5836
3238.702,1994.214,474.585,11115.34766,11566.3,0.9394,-112.0,650.0,-89.9,345.8,39.8,53.6313,0.5715
3238.854,1994.279,464.583,11115.34961,11435.3,0.9417,-111.3,658.6,-91.9,350.1,39.7,54.5520,0.5594
3239.006,1994.343,454.580,11115.35156,11385.6,0.9439,-110.6,667.1,-94.0,354.4,39.7,55.4730,0.5473
3239.159,1994.408,444.576,11115.35352,11409.2,0.9462,-109.8,675.7,-96.0,358.7,39.6,56.3940,0.5352
3239.311,1994.472,434.573,11115.35547,11599.5,0.9484,-109.1,684.2,-98.0,363.0,39.5,57.3151,0.5230
3239.464,1994.537,424.570,11115.35645,11857.8,0.9506,-108.3,692.8,-100.1,367.3,39.5,58.2362,0.5109
3239.616,1994.601,414.568,11115.35645,12205.7,0.9529,-107.5,701.3,-102.1,371.6,39.4,59.1571,0.4988
3239.768,1994.666,404.568,11115.35547,12543.0,0.9551,-106.8,709.9,-104.1,376.0,39.3,60.0780,0.4867
3239.921,1994.731,394.569,11115.35547,12883.2,0.9574,-106.0,718.4,-106.2,380.3,39.2,60.9989,0.4746
3240.073,1994.795,384.570,11115.35254,13216.5,0.9596,-105.3,727.0,-108.2,384.6,39.2,61.9198,0.4624
3240.226,1994.860,374.570,11115.35254,13561.6,0.9618,-104.5,735.5,-110.3,388.9,39.1,62.8410,0.4503
3240.378,1994.924,364.566,11115.35156,13822.0,0.9641,-103.8,744.1,-112.3,393.2,39.0,63.7624,0.4382
3240.530,1994.989,354.273,11115.35059,14026.6,0.9663,-103.0,752.6,-114.3,397.5,39.0,64.6841,0.4261
3240.683,1995.053,341.806,11115.35059,14205.1,0.9670,-97.4,755.7,-114.1,398.0,38.9,65.6240,0.4108
3240.835,1995.118,328.480,11115.34961,14364.6,0.9674,-90.7,757.6,-113.3,397.6,38.8,66.5677,0.3948
3240.988,1995.182,315.155,11115.34766,14512.9,0.9678,-84.0,759.5,-112.6,397.3,38.7,67.5112,0.3788
3241.140,1995.247,301.830,11115.34668,14661.8,0.9682,-77.4,761.4,-111.9,397.0,38.6,68.4548,0.3628
3241.292,1995.312,288.504,11115.34473,14812.9,0.9686,-70.7,763.3,-111.1,396.6,38.5,69.3985,0.3468
3241.445,1995.376,275.178,11115.34473,14930.4,0.9690,-64.1,765.2,-110.4,396.3,38.4,70.3422,0.3309
3241.597,1995.441,261.852,11115.3418,15016.0,0.9694,-57.4,767.1,-109.6,395.9,38.3,71.2859,0.3149
3241.750,1995.505,248.528,11115.34082,15121.4,0.9698,-50.8,769.0,-108.9,395.6,38.3,72.2296,0.2989
3241.902,1995.570,235.204,11115.34473,15249.2,0.9702,-44.1,770.9,-108.2,395.2,38.2,73.1732,0.2829
3242.054,1995.635,221.881,11116.05273,15320.6,0.9706,-37.5,772.8,-107.4,394.9,38.1,74.1167,0.2669
3242.207,1995.699,208.558,11117.08106,15236.2,0.9710,-30.8,774.7,-106.7,394.6,38.0,75.0603,0.2510
3242.359,1995.764,195.236,11118.10938,15095.6,0.9714,-24.2,776.6,-105.9,394.2,37.9,76.0038,0.2350
3242.512,1995.828,181.914,11119.1377,14947.0,0.9718,-17.5,778.5,-105.2,393.9,37.8,76.9474,0.2190
3242.664,1995.893,168.593,11120.16699,14861.0,0.9722,-10.9,780.4,-104.4,393.5,37.7,77.8909,0.2030
3242.816,1995.957,155.272,11121.19531,14904.0,0.9726,-4.3,782.3,-103.7,393.2,37.6,78.8344,0.1871
3242.969,1996.022,141.951,11122.22461,14978.3,0.9730,2.4,784.2,-102.9,392.8,37.5,79.7780,0.1711
3243.121,1996.086,128.630,11123.25488,15066.0,0.9734,9.0,786.1,-102.2,392.5,37.4,80.7215,0.1551
3243.274,1996.151,115.308,11124.28418,15120.5,0.9738,15.7,788.0,-101.4,392.1,37.4,81.6652,0.1391
3243.426,1996.216,101.986,11125.31445,15162.6,0.9742,22.3,789.9,-100.7,391.8,37.3,82.6089,0.1231
3243.578,1996.280,88.664,11126.3457,15236.1,0.9746,29.0,791.8,-99.9,391.4,37.2,83.5526,0.1072
3243.731,1996.345,75.343,11127.37598,15286.2,0.9750,35.6,793.7,-99.1,391.1,37.1,84.4962,0.0912
3243.883,1996.409,62.022,11128.40723,15274.8,0.9754,42.2,795.6,-98.4,390.8,37.0,85.4399,0.0752
3244.036,1996.474,48.702,11129.43848,15253.4,0.9758,48.9,797.5,-97.6,390.4,36.9,86.3835,0.0592
3244.188,1996.538,35.383,11130.46875,15262.7,0.9762,55.5,799.4,-96.9,390.1,36.8,87.3271,0.0433
3244.340,1996.603,22.064,11131.5,15305.9,0.9767,62.1,801.3,-96.1,389.7,36.7,88.2707,0.0273
3244.493,1996.667,8.746,11132.53125,15408.1,0.9771,68.8,803.2,-95.3,389.4,36.6,89.2143,0.0113
3244.645,1996.732,-4.573,11133.5625,15509.6,0.9775,75.4,805.1,-94.6,389.0,36.5,90.1579,-0.0047
3244.798,1996.797,-17.891,11134.59473,15519.1,0.9779,82.0,807.0,-93.8,388.7,36.5,91.1015,-0.0206
3244.950,1996.861,-31.209,11135.62695,15469.3,0.9783,88.7,808.9,-93.0,388.3,36.4,92.0451,-0.0366
3245.102,1996.926,-44.527,11136.65918,15378.5,0.9787,95.3,810.8,-92.3,388.0,36.3,92.9887,-0.0526
3245.255,1996.990,-57.576,11137.69141,15299.4,0.9791,101.9,812.7,-91.5,387.6,36.2,93.9322,-0.0686
3245.407,1997.055,-68.336,11138.72363,15261.8,0.9788,102.3,809.5,-89.2,385.1,36.1,94.7337,-0.0819
3245.560,1997.120,-78.332,11139.75684,15254.5,0.9783,101.6,805.5,-86.6,382.2,36.0,95.5101,-0.0948
3245.712,1997.184,-88.328,11140.79004,15233.8,0.9779,100.8,801.5,-84.0,379.4,35.8,96.2865,-0.1077
3245.864,1997.249,-98.322,11141.82422,15158.2,0.9774,100.1,797.5,-81.5,376.5,35.7,97.0628,-0.1206
3246.017,1997.313,-108.317,11142.8584,14984.8,0.9769,99.3,793.5,-78.9,373.6,35.6,97.8391,-0.1336
3246.169,1997.378,-118.312,11143.8916,14812.6,0.9765,98.6,789.5,-76.3,370.7,35.5,98.6154,-0.1465
3246.322,1997.442,-128.307,11144.92578,14705.3,0.9760,97.9,785.5,-73.7,367.8,35.4,99.3918,-0.1594
3246.474,1997.507,-138.303,11145.95996,14622.6,0.9755,97.1,781.5,-71.2,365.0,35.2,100.1682,-0.1723
3246.626,1997.571,-148.298,11146.99512,14442.7,0.9751,96.4,777.5,-68.6,362.1,35.1,100.9446,-0.1852
3246.779,1997.636,-158.293,11148.03027,14093.1,0.9746,95.6,773.5,-66.0,359.2,35.0,101.7209,-0.1981
3246.931,1997.701,-168.288,11149.06543,13718.8,0.9742,94.9,769.5,-63.5,356.3,34.9,102.4973,-0.2110
3247.084,1997.765,-178.283,11150.10059,13371.5,0.9737,94.1,765.5,-60.9,353.5,34.8,103.2735,-0.2239
3247.236,1997.830,-188.277,11151.13477,13108.2,0.9732,93.4,761.5,-58.3,350.6,34.6,104.0498,-0.2368
3247.388,1997.894,-198.271,11152.16895,13001.0,0.9728,92.7,757.5,-55.8,347.7,34.5,104.8261,-0.2497
3247.541,1997.959,-208.265,11153.2041,12944.7,0.9723,91.9,753.5,-53.2,344.9,34.4,105.6023,-0.2626
3247.693,1998.023,-218.260,11154.23926,12856.1,0.9718,91.2,749.5,-50.6,342.0,34.3,106.3786,-0.2755
3247.846,1998.088,-228.254,11155.27344,12701.6,0.9714,90.4,745.6,-48.1,339.1,34.2,107.1549,-0.2884
3247.998,1998.152,-238.249,11156.30957,12502.0,0.9709,89.7,741.6,-45.5,336.3,34.1,107.9312,-0.3013
3248.150,1998.217,-248.244,11157.26953,12279.3,0.9704,88.9,737.6,-42.9,333.4,33.9,108.7075,-0.3142
3248.303,1998.282,-258.238,11158.05664,12048.2,0.9700,88.2,733.6,-40.4,330.5,33.8,109.4838,-0.3271
3248.455,1998.346,-268.232,11158.83203,11870.5,0.9695,87.4,729.6,-37.8,327.7,33.7,110.2600,-0.3400
3248.608,1998.411,-278.227,11159.61035,11785.2,0.9691,86.7,725.6,-35.3,324.8,33.6,111.0363,-0.3529
3248.760,1998.475,-288.221,11160.38574,11760.8,0.9686,85.9,721.6,-32.7,321.9,33.5,111.8126,-0.3658
3248.912,1998.540,-298.216,11161.16113,11886.4,0.9681,85.2,717.6,-30.2,319.1,33.3,112.5889,-0.3787
3249.065,1998.604,-308.212,11161.9375,12057.9,0.9677,84.4,713.6,-27.6,316.2,33.2,113.3653,-0.3916
3249.217,1998.669,-318.209,11162.71191,12232.7,0.9672,83.7,709.7,-25.1,313.4,33.1,114.1417,-0.4045
3249.370,1998.734,-328.205,11163.48633,12406.9,0.9667,82.9,705.7,-22.5,310.5,33.0,114.9180,-0.4174
3249.522,1998.798,-338.201,11164.26074,12597.5,0.9663,82.2,701.7,-20.0,307.6,32.9,115.6944,-0.4303
3249.674,1998.863,-348.199,11165.03516,12757.9,0.9658,81.4,697.7,-17.4,304.8,32.8,116.4709,-0.4433
3249.827,1998.927,-358.198,11165.80859,12821.8,0.9653,80.7,693.7,-14.9,301.9,32.6,117.2474,-0.4562
3249.979,1998.992,-368.176,11166.58301,12772.6,0.9649,79.9,689.7,-12.3,299.1,32.5,118.0239,-0.4691
3250.132,1999.056,-375.942,11167.35352,12705.2,0.9645,81.1,683.9,-10.9,296.4,32.4,118.7443,-0.4791
3250.284,1999.121,-383.359,11168.12305,12572.0,0.9642,82.6,677.8,-9.6,293.7,32.3,119.4564,-0.4887
3250.436,1999.186,-390.777,11168.89258,12435.1,0.9638,84.1,671.6,-8.3,291.0,32.1,120.1685,-0.4983
3250.589,1999.250,-398.197,11169.66113,12324.2,0.9634,85.6,665.5,-7.1,288.3,32.0,120.8808,-0.5079
3250.741,1999.315,-405.620,11170.43066,12252.2,0.9631,87.2,659.4,-5.8,285.6,31.9,121.5933,-0.5175
3250.894,1999.379,-413.045,11171.2002,12213.1,0.9627,88.7,653.2,-4.5,282.9,31.7,122.3059,-0.5271
3251.046,1999.444,-420.472,11171.96973,12174.0,0.9624,90.2,647.1,-3.2,280.2,31.6,123.0187,-0.5367
3251.198,1999.508,-427.899,11172.73828,12206.6,0.9620,91.7,641.0,-2.0,277.5,31.5,123.7315,-0.5463
3251.351,1999.573,-435.326,11173.50488,12334.4,0.9617,93.2,634.8,-0.7,274.9,31.3,124.4442,-0.5559
3251.503,1999.637,-442.752,11174.27051,12689.2,0.9613,94.8,628.7,0.6,272.2,31.2,125.1570,-0.5655
3251.656,1999.702,-450.180,11175.03711,13025.7,0.9610,96.3,622.6,1.9,269.5,31.1,125.8698,-0.5751
3251.808,1999.767,-457.609,11175.80371,13325.0,0.9606,97.8,616.4,3.1,266.8,30.9,126.5828,-0.5847
3251.960,1999.831,-465.040,11176.56934,13580.3,0.9603,99.3,610.3,4.4,264.1,30.8,127.2958,-0.5943
3252.113,1999.896,-472.471,11177.33594,13777.2,0.9599,100.9,604.2,5.7,261.4,30.7,128.0089,-0.6039
3252.265,1999.960,-479.904,11178.09961,13882.6,0.9595,102.4,598.1,7.0,258.7,30.5,128.7221,-0.6135
3252.418,2000.025,-487.338,11178.86426,13868.6,0.9592,103.9,591.9,8.2,256.1,30.4,129.4353,-0.6231
3252.570,2000.089,-494.772,11179.62793,13784.2,0.9588,105.4,585.8,9.5,253.4,30.3,130.1486,-0.6327
3252.722,2000.154,-502.206,11180.39063,13558.7,0.9585,107.0,579.7,10.8,250.7,30.1,130.8618,-0.6423
3252.875,2000.219,-509.640,11181.15234,13297.4,0.9581,108.5,573.5,12.0,248.0,30.0,131.5751,-0.6519
3253.027,2000.283,-517.075,11181.91406,13007.6,0.9577,110.1,567.4,13.3,245.3,29.9,132.2885,-0.6616
3253.180,2000.348,-524.511,11182.67481,12697.8,0.9574,111.6,561.3,14.6,242.7,29.8,133.0019,-0.6712
3253.332,2000.412,-531.948,11183.43555,12380.1,0.9570,113.1,555.1,15.8,240.0,29.6,133.7154,-0.6808
3253.484,2000.477,-539.385,11184.19434,12101.8,0.9567,114.7,549.0,17.1,237.3,29.5,134.4289,-0.6904
3253.637,2000.541,-546.823,11184.95313,11876.2,0.9563,116.2,542.9,18.4,234.6,29.4,135.1425,-0.7000
3253.789,2000.606,-554.262,11185.71191,11736.2,0.9559,117.8,536.7,19.6,232.0,29.2,135.8560,-0.7096
3253.942,2000.670,-561.702,11186.4707,11700.8,0.9556,119.3,530.6,20.9,229.3,29.1,136.5697,-0.7192
3254.094,2000.735,-569.143,11187.22852,11826.1,0.9552,120.9,524.5,22.2,226.6,29.0,137.2835,-0.7289
3254.246,2000.800,-576.585,11187.19922,11985.6,0.9548,122.4,518.3,23.4,223.9,28.8,137.9973,-0.7385
3254.399,2000.864,-584.029,11180.28711,12197.5,0.9545,124.0,512.2,24.7,221.3,28.7,138.7113,-0.7481
3254.551,2000.929,-591.473,11170.61621,12368.5,0.9541,125.5,506.1,26.0,218.6,28.6,139.4252,-0.7577
3254.704,2000.993,-598.839,11160.94434,12351.6,0.9537,127.1,499.9,27.2,215.9,28.4,140.1393,-0.7673
3254.856,2001.058,-602.683,11151.27148,12235.3,0.9537,124.3,493.0,26.9,214.9,28.3,140.7345,-0.7729
3255.008,2001.122,-606.020,11141.59863,12024.2,0.9537,121.0,486.0,26.4,214.1,28.3,141.3161,-0.7781
3255.161,2001.187,-609.357,11131.92383,11829.0,0.9537,117.7,478.9,25.9,213.2,28.2,141.8977,-0.7832
3255.313,2001.251,-612.694,11122.25,11714.2,0.9537,114.4,471.9,25.4,212.4,28.1,142.4794,-0.7883
3255.466,2001.316,-616.031,11112.5752,11632.2,0.9537,111.1,464.9,24.9,211.5,28.0,143.0611,-0.7935
3255.618,2001.381,-619.368,11102.89941,11593.6,0.9537,107.8,457.8,24.4,210.7,27.9,143.6430,-0.7986
3255.770,2001.445,-622.706,11093.22266,11583.4,0.9537,104.5,450.8,23.9,209.9,27.8,144.2249,-0.8037
3255.923,2001.510,-626.044,11083.54492,11531.1,0.9537,101.2,443.7,23.4,209.0,27.7,144.8070,-0.8089
3256.075,2001.574,-629.382,11073.86621,11448.1,0.9537,97.9,436.7,22.9,208.2,27.6,145.3890,-0.8140
3256.228,2001.639,-632.719,11064.18848,11383.7,0.9537,94.6,429.7,22.4,207.4,27.5,145.9712,-0.8191
3256.380,2001.703,-636.056,11054.50879,11411.8,0.9537,91.3,422.6,22.0,206.6,27.4,146.5534,-0.8243
3256.532,2001.768,-639.394,11044.82813,11503.1,0.9537,88.1,415.6,21.5,205.7,27.3,147.1357,-0.8294
3256.685,2001.833,-642.732,11035.14648,11736.6,0.9537,84.8,408.5,21.0,204.9,27.2,147.7181,-0.8345
3256.837,2001.897,-646.069,11025.46484,11961.1,0.9537,81.5,401.5,20.5,204.1,27.1,148.3005,-0.8397
3256.990,2001.962,-649.407,11015.7832,12058.2,0.9537,78.2,394.4,20.0,203.2,27.1,148.8830,-0.8448
3257.142,2002.026,-652.744,11006.09863,12106.6,0.9537,74.9,387.4,19.5,202.4,27.0,149.4656,-0.8499
3257.294,2002.091,-656.082,10996.41406,12128.4,0.9537,71.6,380.3,19.1,201.6,26.9,150.0484,-0.8551
3257.447,2002.155,-659.421,10986.73047,12146.6,0.9537,68.3,373.3,18.6,200.7,26.8,150.6312,-0.8602
3257.599,2002.220,-662.758,10977.04492,12153.4,0.9537,65.0,366.2,18.1,199.9,26.7,151.2140,-0.8654
3257.752,2002.285,-666.095,10967.3584,12141.8,0.9536,61.7,359.2,17.6,199.1,26.6,151.7969,-0.8705
3257.904,2002.349,-669.432,10957.67188,12091.8,0.9536,58.4,352.1,17.1,198.3,26.5,152.3798,-0.8756
3258.056,2002.414,-672.769,10947.9834,12047.0,0.9536,55.1,345.1,16.7,197.4,26.4,152.9628,-0.8808
3258.209,2002.478,-676.106,10938.2959,12005.0,0.9536,51.8,338.0,16.2,196.6,26.3,153.5459,-0.8859
3258.361,2002.543,-679.444,10928.60547,11945.8,0.9536,48.5,331.0,15.7,195.8,26.2,154.1291,-0.8910
3258.514,2002.607,-682.781,10918.91602,11889.4,0.9536,45.3,323.9,15.3,195.0,26.1,154.7124,-0.8962
3258.666,2002.672,-686.119,10909.22559,11883.1,0.9536,42.0,316.9,14.8,194.1,26.0,155.2958,-0.9013
3258.818,2002.736,-689.457,10899.53418,12001.4,0.9536,38.7,309.8,14.3,193.3,25.9,155.8792,-0.9065
3258.971,2002.801,-692.794,10889.84277,12204.5,0.9536,35.4,302.7,13.9,192.5,25.9,156.4628,-0.9116
3259.123,2002.866,-696.133,10880.14941,12436.8,0.9535,32.1,295.7,13.4,191.7,25.8,157.0464,-0.9167
3259.276,2002.930,-699.472,10870.4541,12679.1,0.9535,28.8,288.6,13.0,190.9,25.7,157.6302,-0.9219
3259.428,2002.995,-702.723,10860.75879,12913.0,0.9535,25.5,281.6,12.5,190.0,25.6,158.2142,-0.9270
3259.580,2003.059,-705.402,10851.06348,12939.0,0.9536,27.6,275.1,11.3,188.7,25.5,156.1349,-0.9294
3259.733,2003.124,-707.924,10841.36621,12853.7,0.9537,30.1,268.8,10.1,187.3,25.5,153.8150,-0.9314
