DEPT,TWT,amp,AI_Log,Int,D2,Quadr,TraceGrad,GradMag,Freq,Phase,CosPhase,AI_Jason_inv
2854.3,1821.2,-4206.1,15940,6.95,863.9,4571.9,-399.2,2008,34.4,132.7314,-0.6708,15538.81836
2854.5,1821.3,-4256.8,15822,6.94,875.4,4501.9,-388.6,1973.2,34.4,133.5309,-0.6793,15520.34961
2854.7,1821.4,-4307.4,15755,6.93,886.8,4431.9,-378,1938.4,34.4,134.3303,-0.6877,15501.88477
2854.8,1821.4,-4358.1,15785,6.92,898.2,4361.9,-367.4,1903.6,34.4,135.1297,-0.6962,15483.42285
2855,1821.5,-4408.8,15827,6.91,909.6,4291.9,-356.8,1868.8,34.4,135.9291,-0.7046,15464.95996
2855.1,1821.6,-4459.4,15843,6.9,921,4221.9,-346.2,1833.9,34.3,136.7284,-0.7131,15446.49902
2855.3,1821.6,-4510.1,15835,6.89,932.4,4151.9,-335.6,1799.1,34.3,137.5277,-0.7215,15428.03906
2855.4,1821.7,-4560.8,15865,6.88,943.8,4081.9,-325,1764.3,34.3,138.3271,-0.73,15409.57617
2855.6,1821.7,-4611.4,15942,6.87,955.2,4011.9,-314.4,1729.5,34.3,139.1265,-0.7384,15391.11328
2855.7,1821.8,-4662.1,16038,6.86,966.6,3941.9,-303.9,1694.7,34.3,139.9259,-0.7469,15372.65039
2855.9,1821.9,-4712.7,16055,6.86,978,3871.9,-293.3,1659.9,34.3,140.7252,-0.7553,15354.18945
2856,1821.9,-4763.4,15832,6.85,989.4,3802,-282.7,1625.1,34.3,141.5246,-0.7638,15335.72852
2856.2,1822,-4814,15547,6.84,1000.7,3732,-272.1,1590.3,34.3,142.3239,-0.7723,15317.26856
2856.3,1822.1,-4864.7,15303,6.83,1012.1,3662,-261.5,1555.5,34.3,143.1232,-0.7807,15298.81055
2856.5,1822.1,-4915.3,15153,6.82,1023.5,3592,-250.9,1520.6,34.2,143.9225,-0.7892,15280.35059
2856.6,1822.2,-4965.9,15025,6.81,1034.9,3522,-240.4,1485.8,34.2,144.7218,-0.7976,15261.8877
2856.8,1822.3,-5016.6,14798,6.8,1046.3,3452.1,-229.8,1451,34.2,145.5212,-0.8061,15243.42383
2856.9,1822.3,-5067.2,14585,6.79,1057.6,3382.1,-219.2,1416.2,34.2,146.3206,-0.8145,15224.95898
2857.1,1822.4,-5117.8,14481,6.78,1069,3312.1,-208.6,1381.4,34.2,147.12,-0.823,15206.49512
2857.2,1822.4,-5168.5,14401,6.77,1080.4,3242.1,-198,1346.6,34.2,147.9194,-0.8314,15188.03125
2857.4,1822.5,-5219.1,14261,6.76,1091.7,3172.1,-187.5,1311.8,34.2,148.7187,-0.8399,15169.56738
2857.5,1822.6,-5269.7,14089,6.75,1103.1,3102.2,-176.9,1277,34.2,149.518,-0.8483,15151.10742
2857.7,1822.6,-5320.3,13929,6.74,1114.5,3032.2,-166.3,1242.2,34.1,150.3172,-0.8567,15132.64941
2857.9,1822.7,-5371,13811,6.73,1125.8,2962.2,-155.7,1207.4,34.1,151.1163,-0.8652,15114.19434
2858,1822.8,-5421.6,13757,6.73,1137.2,2892.3,-145.2,1172.6,34.1,151.9156,-0.8736,15095.73731
2858.2,1822.8,-5472.2,13752,6.72,1148.5,2822.3,-134.6,1137.8,34.1,152.7149,-0.8821,15077.27832
2858.3,1822.9,-5522.8,13775,6.71,1159.9,2752.3,-124,1103,34.1,153.5142,-0.8905,15058.81738
2858.5,1823,-5573.4,13739,6.7,1171.2,2682.4,-113.5,1068.2,34.1,154.3134,-0.899,15040.35547
2858.6,1823,-5610.3,13024,6.69,1176.7,2608.4,-104,1036.4,34.1,154.4964,-0.9055,15021.89648
2858.8,1823.1,-5623.2,12240,6.68,1172.2,2527.5,-96.6,1009.8,34.1,153.6086,-0.9085,15003.4375
2858.9,1823.2,-5636.1,11569,6.67,1167.6,2446.6,-89.2,983.2,34.1,152.723,-0.9115,14984.97852
2859.1,1823.2,-5649,11015,6.67,1163,2365.8,-81.8,956.6,34.1,151.8391,-0.9146,14966.51953
2859.2,1823.3,-5661.9,10577,6.66,1158.4,2284.9,-74.4,930,34,150.957,-0.9176,14940.1084
2859.4,1823.3,-5674.8,10282,6.65,1153.9,2204,-67,903.4,34,150.0766,-0.9206,14899.81738
2859.5,1823.4,-5687.8,10129,6.64,1149.3,2123.1,-59.7,876.8,34,149.1983,-0.9236,14859.5293
2859.7,1823.5,-5700.7,10124,6.64,1144.7,2042.2,-52.3,850.2,34,148.3222,-0.9267,14819.24609
2859.8,1823.5,-5713.6,10538,6.63,1140.1,1961.4,-44.9,823.6,34,147.4484,-0.9297,14778.96777
2860,1823.6,-5726.5,11083,6.62,1135.6,1880.5,-37.5,796.9,34,146.5772,-0.9327,14738.69141
2860.1,1823.7,-5739.4,11586,6.61,1131,1799.6,-30.1,770.3,34,145.7085,-0.9358,14698.41504
2860.3,1823.7,-5752.4,11621,6.61,1126.4,1718.8,-22.7,743.7,34,144.8417,-0.9388,14658.1416
2860.4,1823.8,-5765.3,11509,6.6,1121.9,1637.9,-15.3,717.1,34,143.9763,-0.9418,14617.86621
2860.6,1823.9,-5778.2,11468,6.59,1117.3,1557,-7.9,690.4,34,143.1126,-0.9449,14577.59277
2860.7,1823.9,-5791.1,11558,6.58,1112.8,1476.1,-0.5,663.8,34,142.2518,-0.9479,14537.32422
2860.9,1824,-5804,11778,6.58,1108.2,1395.3,6.8,637.2,34,141.3942,-0.9509,14497.05859
2861.1,1824,-5816.9,12010,6.57,1103.6,1314.4,14.2,610.5,34,140.5395,-0.954,14456.79785
2861.2,1824.1,-5829.8,12116,6.56,1099.1,1233.6,21.6,583.9,33.9,139.6867,-0.957,14416.54004
2861.4,1824.2,-5842.7,12114,6.55,1094.5,1152.7,29,557.3,33.9,138.8354,-0.96,14376.28418
2861.5,1824.2,-5855.7,11523,6.54,1090,1071.9,36.3,530.6,33.9,137.9856,-0.963,14336.03027
2861.7,1824.3,-5868.6,11025,6.54,1085.4,991,43.7,504,33.9,137.1377,-0.9661,14295.78223
2861.8,1824.4,-5881.5,10608,6.53,1080.9,910.2,51.1,477.3,33.9,136.2932,-0.9691,14255.53906
2862,1824.4,-5894.4,10263,6.52,1076.3,829.3,58.5,450.7,33.9,135.4527,-0.9721,14215.30371
2862.1,1824.5,-5907.3,9984,6.51,1071.8,748.5,65.8,424,33.9,134.6152,-0.9752,14175.07422
2862.3,1824.6,-5920.2,9762,6.51,1067.3,667.7,73.2,397.4,33.9,133.7791,-0.9782,14134.8457
2862.4,1824.6,-5933.1,9585,6.5,1062.7,586.8,80.6,370.7,33.9,132.9434,-0.9812,14094.61523
2862.6,1824.7,-5946,9446,6.49,1058.2,506,87.9,344.1,33.9,132.1086,-0.9842,14054.38574
2862.7,1824.8,-5959,9359,6.48,1053.6,425.2,95.3,317.4,33.9,131.2764,-0.9873,14014.1582
2862.9,1824.8,-5971.9,9330,6.48,1049.1,344.3,102.6,290.8,33.9,130.447,-0.9903,13973.93262
2863,1824.9,-5984.8,9660,6.47,1044.6,263.5,110,264.1,33.9,129.6196,-0.9933,13933.70606
2863.2,1824.9,-5997.7,10085,6.46,1040,182.7,117.4,237.5,33.8,128.794,-0.9963,13893.48242
2863.3,1825,-6004,10479,6.46,1035.6,102.1,124.4,216.6,33.8,127.1527,-0.9988,13853.25977
2863.5,1825.1,-5987.1,10835,6.46,1032.2,24.4,128.6,248.3,33.8,118.0795,-0.9962,13813.04102
2863.6,1825.1,-5966.9,11145,6.46,1028.8,-53.3,132.7,280.1,33.8,109.0028,-0.9936,13772.8252
2863.8,1825.2,-5946.6,11385,6.46,1025.4,-131,136.9,311.9,33.8,99.9225,-0.991,13732.61035
2864,1825.3,-5926.4,11595,6.46,1022,-208.8,141,343.7,33.8,90.8399,-0.9883,13692.39844
2864.1,1825.3,-5906.2,11845,6.47,1018.6,-286.5,145.2,375.4,33.8,81.7565,-0.9857,13652.19238
2864.3,1825.4,-5886,12031,6.47,1015.1,-364.2,149.4,407.2,33.8,72.6725,-0.9831,13611.99316
2864.4,1825.5,-5865.7,11812,6.47,1011.7,-441.9,153.5,439,33.8,63.5868,-0.9805,13571.79492
2864.6,1825.5,-5845.5,11298,6.47,1008.3,-519.6,157.7,470.8,33.8,54.4983,-0.9779,13531.59863
2864.7,1825.6,-5825.3,10747,6.47,1004.9,-597.3,161.9,502.6,33.8,45.4072,-0.9753,13491.40332
2864.9,1825.6,-5805.1,10192,6.48,1001.5,-675.1,166.1,534.4,33.8,36.3139,-0.9726,13451.21094
2865,1825.7,-5784.8,9771,6.48,998.1,-752.8,170.2,566.1,33.8,27.2189,-0.97,13411.02148
2865.2,1825.8,-5764.6,9556,6.48,994.7,-830.5,174.4,597.9,33.8,18.122,-0.9674,13370.83594
2865.3,1825.8,-5744.4,9685,6.48,991.3,-908.2,178.6,629.7,33.8,9.023,-0.9648,13330.5293
2865.5,1825.9,-5724.2,9937,6.48,987.8,-985.9,182.7,661.5,33.8,-0.0789,-0.9622,13285.20606
2865.6,1826,-5703.9,10351,6.49,984.4,-1063.6,186.9,693.3,33.8,-9.1835,-0.9596,13235.36231
2865.8,1826,-5683.7,10723,6.49,981,-1141.4,191.1,725.1,33.8,-18.2902,-0.9569,13185.51856
2865.9,1826.1,-5663.5,11047,6.49,977.6,-1219.1,195.3,756.9,33.8,-27.3985,-0.9543,13135.67676
2866.1,1826.2,-5643.3,11361,6.49,974.2,-1296.8,199.5,788.8,33.8,-36.5086,-0.9517,13085.83594
2866.2,1826.2,-5623,11702,6.49,970.8,-1374.5,203.6,820.6,33.8,-45.6208,-0.9491,13035.99707
2866.4,1826.3,-5602.8,11982,6.5,967.4,-1452.2,207.8,852.4,33.8,-54.735,-0.9465,12986.1582
2866.5,1826.3,-5582.6,12219,6.5,964,-1529.9,212,884.2,33.8,-63.851,-0.9438,12936.32324
2866.7,1826.4,-5562.4,12365,6.5,960.6,-1607.7,216.2,916,33.8,-72.9689,-0.9412,12886.48828
2866.8,1826.5,-5542.2,12365,6.5,957.2,-1685.4,220.4,947.8,33.7,-82.089,-0.9386,12836.65527
2867,1826.5,-5521.9,12307,6.51,953.8,-1763.1,224.6,979.6,33.7,-91.2111,-0.936,12786.82227
2867.2,1826.6,-5501.7,12326,6.51,950.4,-1840.8,228.8,1011.5,33.7,-100.3352,-0.9334,12736.99023
2867.3,1826.7,-5481.5,12525,6.51,947,-1918.5,233,1043.3,33.7,-109.4613,-0.9307,12687.16016
2867.5,1826.7,-5461.3,12655,6.51,943.6,-1996.2,237.1,1075.1,33.7,-118.5897,-0.9281,12637.3291
2867.6,1826.8,-5441,12675,6.51,940.1,-2073.9,241.3,1107,33.7,-127.7203,-0.9255,12587.5
2867.8,1826.9,-5420.8,12395,6.52,936.7,-2151.6,245.5,1138.8,33.7,-136.8532,-0.9229,12537.66992
2867.9,1826.9,-5400.6,12086,6.52,933.3,-2229.3,249.7,1170.6,33.7,-145.9883,-0.9203,12487.83984
2868.1,1827,-5379.1,11769,6.52,929.9,-2307.1,253.9,1202.5,33.7,-155.1254,-0.9176,12438.00977
2868.2,1827.1,-5335.4,11451,6.52,918.6,-2369.2,256.6,1228.7,33.7,-156.0012,-0.9107,12388.17773
2868.4,1827.1,-5285.4,11116,6.53,905.7,-2428.3,259,1253.8,33.7,-155.2279,-0.903,12338.34863
2868.5,1827.2,-5235.5,10769,6.53,892.9,-2487.3,261.3,1278.9,33.7,-154.4546,-0.8952,12288.51856
2868.7,1827.2,-5185.5,10924,6.54,880,-2546.4,263.7,1304,33.7,-153.6814,-0.8874,12238.68945
2868.8,1827.3,-5135.6,11373,6.54,867.1,-2605.5,266.1,1329.1,33.7,-152.9081,-0.8797,12188.85742
2869,1827.4,-5085.6,11849,6.55,854.2,-2664.5,268.4,1354.2,33.7,-152.1348,-0.8719,12139.02441
2869.1,1827.4,-5035.7,12249,6.55,841.3,-2723.6,270.8,1379.3,33.7,-151.3614,-0.8642,12089.19336
2869.3,1827.5,-4985.7,12437,6.56,828.4,-2782.7,273.1,1404.4,33.7,-150.5881,-0.8564,12039.36231
2869.4,1827.6,-4935.8,12619,6.56,815.5,-2841.7,275.5,1429.5,33.7,-149.8148,-0.8486,11989.53516
2869.6,1827.6,-4885.8,12844,6.56,802.6,-2900.8,277.9,1454.6,33.7,-149.0416,-0.8409,11939.70898
2869.7,1827.7,-4835.9,12951,6.57,789.7,-2959.8,280.2,1479.7,33.8,-148.2683,-0.8331,11889.88281
2869.9,1827.8,-4785.9,12894,6.57,776.8,-3018.9,282.6,1504.8,33.8,-147.4951,-0.8253,11840.05664
2870,1827.8,-4736,12903,6.58,763.9,-3077.9,284.9,1529.9,33.8,-146.7218,-0.8176,11790.22949
2870.2,1827.9,-4686,13030,6.58,751,-3137,287.3,1555,33.8,-145.9486,-0.8098,11740.40332
2870.4,1827.9,-4636.1,13139,6.59,738.1,-3196,289.6,1580.1,33.8,-145.1753,-0.802,11690.57715
2870.5,1828,-4586.1,13170,6.59,725.3,-3255.1,292,1605.2,33.8,-144.402,-0.7943,11640.75293
2870.7,1828.1,-4536.2,13161,6.6,712.4,-3314.1,294.3,1630.3,33.8,-143.6288,-0.7865,11590.92969
2870.8,1828.1,-4486.2,12978,6.6,699.5,-3373.2,296.7,1655.4,33.8,-142.8555,-0.7787,11541.10645
2871,1828.2,-4436.3,12514,6.61,686.6,-3432.2,299,1680.6,33.8,-142.0822,-0.771,11491.28125
2871.1,1828.3,-4386.3,11780,6.61,673.7,-3491.3,301.4,1705.7,33.8,-141.3089,-0.7632,11441.45508
2871.3,1828.3,-4336.4,11119,6.61,660.8,-3550.3,303.7,1730.8,33.8,-140.5356,-0.7554,11391.63184
2871.4,1828.4,-4286.4,10521,6.62,647.8,-3609.4,306.1,1755.9,33.8,-139.7624,-0.7477,11341.80957
2871.6,1828.5,-4236.5,9987,6.62,634.9,-3668.4,308.4,1781,33.8,-138.9892,-0.7399,11291.98926
2871.7,1828.5,-4186.5,9509,6.63,622,-3727.4,310.8,1806.1,33.8,-138.216,-0.7321,11252.0166
2871.9,1828.6,-4136.6,9074,6.63,609.1,-3786.5,313.1,1831.2,33.8,-137.4427,-0.7244,11215.75879
2872,1828.7,-4086.6,8687,6.64,596.2,-3845.5,315.4,1856.3,33.8,-136.6695,-0.7166,11179.50195
2872.2,1828.7,-4036.7,8366,6.64,583.3,-3904.6,317.8,1881.4,33.8,-135.8963,-0.7088,11143.24609
2872.3,1828.8,-3986.7,8176,6.65,570.4,-3963.6,320.1,1906.5,33.8,-135.1232,-0.7011,11106.99121
2872.5,1828.8,-3936.8,8704,6.65,557.5,-4022.6,322.5,1931.6,33.8,-134.35,-0.6933,11070.73828
2872.6,1828.9,-3886.8,9254,6.66,544.6,-4081.6,324.8,1956.7,33.8,-133.5768,-0.6855,11034.48535
2872.8,1829,-3836.9,9754,6.66,531.7,-4140.7,327.1,1981.8,33.8,-132.8036,-0.6778,10998.22949
2872.9,1829,-3777.4,10178,6.66,521.5,-4185.6,329.9,2000.8,33.8,-132.0295,-0.6678,10961.97559
2873.1,1829.1,-3710.6,10014,6.66,513.4,-4219.7,333,2015.2,33.8,-131.2547,-0.6563,10925.72266
2873.2,1829.2,-3643.8,9800,6.66,505.3,-4253.9,336.1,2029.6,33.8,-130.4799,-0.6447,10889.46973
2873.4,1829.2,-3577,9567,6.66,497.2,-4288,339.1,2044,33.9,-129.7051,-0.6331,10853.21777
2873.6,1829.3,-3510.3,9313,6.65,489.1,-4322.2,342.2,2058.4,33.9,-128.9303,-0.6216,10816.96777
2873.7,1829.4,-3443.5,9056,6.65,481,-4356.4,345.3,2072.8,33.9,-128.1555,-0.61,10780.71582
2873.9,1829.4,-3376.7,8785,6.65,472.9,-4390.5,348.4,2087.2,33.9,-127.3807,-0.5984,10744.46582
2874,1829.5,-3309.9,8507,6.65,464.8,-4424.7,351.5,2101.6,33.9,-126.6059,-0.5869,10708.21387
2874.2,1829.5,-3243.2,8223,6.65,456.8,-4458.9,354.6,2116,33.9,-125.8311,-0.5753,10671.96191
2874.3,1829.6,-3176.4,8002,6.64,448.7,-4493,357.7,2130.4,33.9,-125.0563,-0.5637,10635.71191
2874.5,1829.7,-3109.6,7782,6.64,440.6,-4527.2,360.7,2144.8,33.9,-124.2816,-0.5521,10599.46289
2874.6,1829.7,-3042.9,7524,6.64,432.5,-4561.3,363.8,2159.2,33.9,-123.5068,-0.5406,10563.21289
2874.8,1829.8,-2976.1,7290,6.64,424.4,-4595.5,366.9,2173.7,33.9,-122.7321,-0.529,10526.96387
2874.9,1829.9,-2909.3,7096,6.64,416.4,-4629.7,370,2188.1,33.9,-121.9574,-0.5174,10490.71484
2875.1,1829.9,-2842.6,6927,6.64,408.3,-4663.8,373.1,2202.5,34,-121.1827,-0.5059,10454.4668
2875.2,1830,-2775.8,6827,6.63,400.2,-4698,376.2,2216.9,34,-120.408,-0.4943,10418.21973
2875.4,1830.1,-2709.1,6715,6.63,392.2,-4732.1,379.3,2231.3,34,-119.6335,-0.4827,10381.97559
2875.5,1830.1,-2642.3,6601,6.63,384.1,-4766.3,382.3,2245.7,34,-118.8589,-0.4712,10345.73145
2875.7,1830.2,-2575.6,6462,6.63,376.1,-4800.5,385.4,2260.1,34,-118.0844,-0.4596,10309.49023
2875.8,1830.3,-2508.9,6333,6.63,368,-4834.6,388.5,2274.5,34,-117.3098,-0.448,10273.24707
2876,1830.3,-2442.1,6223,6.62,359.9,-4868.8,391.6,2289,34,-116.5353,-0.4365,10237.00391
2876.1,1830.4,-2375.4,6126,6.62,351.9,-4902.9,394.7,2303.4,34,-115.7607,-0.4249,10200.75879
2876.3,1830.4,-2308.6,6047,6.62,343.9,-4937.1,397.8,2317.8,34,-114.9862,-0.4133,10164.51465
2876.4,1830.5,-2241.9,5982,6.62,335.8,-4971.3,400.9,2332.2,34,-114.2117,-0.4018,10128.27051
2876.6,1830.6,-2175.1,5933,6.62,327.8,-5005.4,403.9,2346.6,34.1,-113.4371,-0.3902,10092.02637
2876.8,1830.6,-2108.4,5889,6.62,319.7,-5039.6,407,2361.1,34.1,-112.6626,-0.3786,10055.78125
2876.9,1830.7,-2041.7,5845,6.61,311.7,-5073.8,410.1,2375.5,34.1,-111.888,-0.3671,10019.53613
2877.1,1830.8,-1974.9,5806,6.61,303.7,-5107.9,413.2,2389.9,34.1,-111.1134,-0.3555,9983.289063
2877.2,1830.8,-1908.2,5774,6.61,295.6,-5142.1,416.3,2404.3,34.1,-110.3388,-0.3439,9947.041992
2877.4,1830.9,-1841.4,5749,6.61,287.6,-5176.3,419.4,2418.8,34.1,-109.5641,-0.3324,9910.795898
2877.5,1831,-1774.7,5808,6.61,279.6,-5210.5,422.5,2433.2,34.1,-108.7895,-0.3208,9874.550781
2877.7,1831,-1704.9,5870,6.6,268.2,-5234.5,424,2443,34.1,-108.0061,-0.3085,9838.304688
2877.8,1831.1,-1629.8,5825,6.59,249.1,-5235.3,421.9,2441.9,34.1,-107.2024,-0.2947,9804.795898
2878,1831.1,-1554.3,5781,6.59,230,-5236.1,419.7,2440.9,34.2,-106.3986,-0.2809,9796.299805
2878.1,1831.2,-1478.8,5741,6.58,211,-5236.9,417.6,2439.9,34.2,-105.5949,-0.2671,9793.65918
2878.3,1831.3,-1403.3,5750,6.57,191.9,-5237.7,415.5,2438.9,34.2,-104.7911,-0.2532,9791.016602
2878.4,1831.3,-1327.8,5956,6.56,172.8,-5238.5,413.4,2437.8,34.2,-103.9874,-0.2394,9788.374023
2878.6,1831.4,-1252.3,6645,6.55,153.7,-5239.3,411.3,2436.8,34.2,-103.1837,-0.2256,9785.727539
2878.7,1831.5,-1176.8,7279,6.55,134.6,-5240.1,409.1,2435.8,34.3,-102.3799,-0.2117,9783.079102
2878.9,1831.5,-1101.3,7138,6.54,115.5,-5240.9,407,2434.8,34.3,-101.5762,-0.1979,9780.427734
2879,1831.6,-1025.8,6970,6.53,96.4,-5241.7,404.9,2433.8,34.3,-100.7724,-0.1841,9777.774414
2879.2,1831.7,-950.3,6795,6.52,77.3,-5242.5,402.8,2432.8,34.3,-99.9687,-0.1702,9775.119141
2879.3,1831.7,-874.8,6788,6.51,58.3,-5243.3,400.7,2431.8,34.3,-99.165,-0.1564,9772.462891
2879.5,1831.8,-799.3,6907,6.51,39.2,-5244.1,398.6,2430.7,34.3,-98.3613,-0.1426,9769.804688
2879.6,1831.9,-723.8,7032,6.5,20.1,-5244.9,396.5,2429.7,34.4,-97.5575,-0.1288,9767.143555
2879.8,1831.9,-648.2,7150,6.49,1,-5245.8,394.3,2428.7,34.4,-96.7538,-0.1149,9764.480469
2880,1832,-572.7,7233,6.48,-18.1,-5246.6,392.2,2427.7,34.4,-95.9502,-0.1011,9761.814453
2880.1,1832,-497.2,7226,6.47,-37.2,-5247.4,390.1,2426.7,34.4,-95.1465,-0.0873,9759.146484
2880.3,1832.1,-421.7,7180,6.46,-56.3,-5248.2,388,2425.7,34.4,-94.3428,-0.0734,9756.475586
2880.4,1832.2,-346.2,7173,6.46,-75.4,-5249,385.9,2424.7,34.5,-93.5391,-0.0596,9753.803711
2880.6,1832.2,-270.7,7087,6.45,-94.5,-5249.8,383.8,2423.7,34.5,-92.7354,-0.0458,9751.12793
2880.7,1832.3,-195.2,7068,6.44,-113.6,-5250.6,381.7,2422.7,34.5,-91.9316,-0.032,9748.450195
2880.9,1832.4,-119.7,7129,6.43,-132.7,-5251.4,379.6,2421.7,34.5,-91.1279,-0.0181,9745.769531
2881,1832.4,-44.2,7290,6.42,-151.8,-5252.2,377.5,2420.8,34.5,-90.3241,-0.0043,9743.087891
2881.2,1832.5,31.3,7557,6.42,-171,-5253.1,375.4,2419.8,34.6,-89.5203,0.0095,9740.402344
2881.3,1832.6,106.9,7953,6.41,-190.1,-5253.9,373.3,2418.8,34.6,-88.7165,0.0234,9737.71582
2881.5,1832.6,182.4,8413,6.4,-209.2,-5254.7,371.2,2417.8,34.6,-87.9127,0.0372,9735.026367
2881.6,1832.7,257.9,8970,6.39,-228.3,-5255.5,369.1,2416.8,34.6,-87.1089,0.051,9732.334961
2881.8,1832.7,333.4,9549,6.38,-247.4,-5256.3,367,2415.8,34.6,-86.3051,0.0649,9729.641602
2881.9,1832.8,408.9,10260,6.38,-266.5,-5257.2,364.9,2414.8,34.6,-85.5013,0.0787,9726.944336
2882.1,1832.9,484.5,10894,6.37,-285.6,-5258,362.8,2413.9,34.7,-84.6976,0.0925,9724.244141
2882.2,1832.9,560,11353,6.36,-304.7,-5258.8,360.7,2412.9,34.7,-83.894,0.1063,9721.541016
2882.4,1833,634.5,11466,6.35,-323.3,-5258.5,358.6,2411.5,34.7,-83.091,0.1201,9718.834961
2882.5,1833.1,700.3,11450,6.34,-327.1,-5230.1,358,2399,34.7,-82.3052,0.133,9716.125977
2882.7,1833.1,765.4,11492,6.32,-330.9,-5201.6,357.4,2386.5,34.8,-81.5193,0.1458,9713.414063
2882.8,1833.2,830.6,11588,6.31,-334.7,-5173.1,356.8,2374,34.8,-80.7335,0.1586,9710.698242
2883,1833.3,895.8,11655,6.3,-338.5,-5144.7,356.1,2361.5,34.8,-79.9477,0.1715,9707.981445
2883.2,1833.3,961,11701,6.28,-342.3,-5116.2,355.5,2349,34.8,-79.1618,0.1843,9705.261719
2883.3,1833.4,1026.2,11719,6.27,-346.1,-5087.7,354.9,2336.5,34.8,-78.3759,0.1972,9702.541016
2883.5,1833.5,1091.4,11676,6.26,-349.8,-5059.3,354.3,2324,34.9,-77.59,0.21,9699.817383
2883.6,1833.5,1156.6,11600,6.24,-353.6,-5030.8,353.7,2311.6,34.9,-76.8041,0.2228,9697.091797
2883.8,1833.6,1221.7,11527,6.23,-357.4,-5002.4,353,2299.1,34.9,-76.0183,0.2357,9694.362305
2883.9,1833.6,1286.9,11453,6.22,-361.2,-4973.9,352.4,2286.6,34.9,-75.2325,0.2485,9691.628906
2884.1,1833.7,1352.1,11345,6.2,-365,-4945.5,351.8,2274.1,35,-74.4467,0.2614,9695.772461
2884.2,1833.8,1417.3,11102,6.19,-368.8,-4917,351.2,2261.7,35,-73.6609,0.2742,9722.581055
2884.4,1833.8,1482.5,10884,6.17,-372.6,-4888.6,350.6,2249.2,35,-72.8752,0.287,9753.246094
2884.5,1833.9,1547.7,10690,6.16,-376.4,-4860.1,350,2236.7,35,-72.0895,0.2999,9783.912109
2884.7,1834,1612.9,10419,6.15,-380.1,-4831.7,349.4,2224.3,35.1,-71.3037,0.3127,9814.576172
2884.8,1834,1678.1,10155,6.13,-383.9,-4803.2,348.8,2211.8,35.1,-70.518,0.3255,9845.241211
2885,1834.1,1743.3,9917,6.12,-387.7,-4774.8,348.2,2199.3,35.1,-69.7323,0.3384,9875.904297
2885.1,1834.2,1808.5,9635,6.11,-391.5,-4746.4,347.6,2186.9,35.1,-68.9466,0.3512,9906.56543
2885.3,1834.2,1873.7,9376,6.09,-395.3,-4717.9,347,2174.4,35.2,-68.1609,0.3641,9937.227539
2885.4,1834.3,1938.9,9179,6.08,-399,-4689.5,346.4,2162,35.2,-67.3751,0.3769,9967.888672
2885.6,1834.3,2004.1,8989,6.07,-402.8,-4661,345.7,2149.5,35.2,-66.5894,0.3897,9998.548828
2885.7,1834.4,2069.3,8765,6.05,-406.6,-4632.6,345.1,2137,35.2,-65.8037,0.4026,10029.20703
2885.9,1834.5,2134.5,8486,6.04,-410.4,-4604.2,344.6,2124.6,35.3,-65.0179,0.4154,10059.86621
2886,1834.5,2199.7,8207,6.03,-414.1,-4575.7,344,2112.1,35.3,-64.2322,0.4282,10090.52441
2886.2,1834.6,2264.9,7984,6.01,-417.9,-4547.3,343.4,2099.7,35.3,-63.4464,0.4411,10121.18164
2886.4,1834.7,2330.2,7809,6,-421.7,-4518.9,342.8,2087.3,35.3,-62.6607,0.4539,10151.84082
2886.5,1834.7,2395.4,7679,5.99,-425.4,-4490.5,342.2,2074.8,35.4,-61.8749,0.4668,10182.49902
2886.7,1834.8,2460.6,7593,5.97,-429.2,-4462,341.6,2062.4,35.4,-61.0891,0.4796,10213.15625
2886.8,1834.9,2525.8,7540,5.96,-433,-4433.6,341,2049.9,35.4,-60.3034,0.4924,10243.8125
2887,1834.9,2591,7515,5.94,-436.7,-4405.2,340.4,2037.5,35.4,-59.5176,0.5053,10274.46777
2887.1,1835,2655.6,7495,5.93,-440.5,-4376.8,339.8,2025.1,35.5,-58.7319,0.5181,10305.12012
2887.3,1835,2710.5,7508,5.91,-455.2,-4328.6,338.1,2003.6,35.5,-57.9013,0.529,10335.77246
2887.4,1835.1,2761.7,7571,5.9,-473.1,-4274.8,336.2,1979.6,35.5,-57.0576,0.5394,10366.42285
2887.6,1835.2,2812.8,7675,5.88,-491,-4220.9,334.2,1955.5,35.5,-56.214,0.5498,10397.07227
2887.7,1835.2,2863.9,7805,5.86,-509,-4167.1,332.2,1931.4,35.6,-55.3703,0.5601,10427.71973
2887.9,1835.3,2915,7960,5.85,-526.9,-4113.3,330.2,1907.4,35.6,-54.5267,0.5705,10458.36621
2888,1835.4,2966.1,8154,5.83,-544.8,-4059.4,328.2,1883.3,35.6,-53.6831,0.5809,10489.00977
2888.2,1835.4,3017.2,8397,5.81,-562.7,-4005.6,326.3,1859.2,35.6,-52.8395,0.5913,10519.65332
2888.3,1835.5,3068.4,8711,5.79,-580.7,-3951.7,324.3,1835.2,35.7,-51.9958,0.6016,10550.2959
2888.5,1835.6,3119.5,8791,5.78,-598.6,-3897.9,322.3,1811.1,35.7,-51.1522,0.612,10580.93652
2888.6,1835.6,3170.6,8714,5.76,-616.5,-3844,320.3,1787,35.7,-50.3086,0.6224,10611.5752
2888.8,1835.7,3221.7,8528,5.74,-634.5,-3790.2,318.4,1762.9,35.7,-49.465,0.6327,10642.21289
