DEPT,TWT,amp,AI_Log,Int,D2,Quadr,TraceGrad,GradMag,Freq,Phase,CosPhase,AI_Jason_inv
2123.4,1472.5,-856.9,9747,1.11,177.2,-472.3,-106,407.9,28.6,-128.8134,-0.8651,
2123.6,1472.5,-860.2,9750,1.11,183,-486.8,-106.9,403.5,28.8,-128.672,-0.8599,
2123.7,1472.6,-863.4,9756,1.11,188.8,-501.3,-107.9,399,29,-128.5329,-0.8547,
2123.9,1472.7,-866.7,9776,1.11,194.6,-515.8,-108.8,394.6,29.2,-128.3961,-0.8495,
2124,1472.8,-870,9800,1.11,200.4,-530.2,-109.7,390.2,29.4,-128.2619,-0.8443,
2124.2,1472.9,-873.2,9826,1.11,206.3,-544.7,-110.6,385.7,29.6,-128.13,-0.8391,
2124.4,1473,-876.5,9849,1.11,212.1,-559.2,-111.6,381.3,29.7,-128.0001,-0.8339,
2124.5,1473.1,-873.8,9844,1.12,216.5,-578.2,-108.2,380.4,29.8,-127.8615,-0.8245,
2124.7,1473.1,-867.9,9834,1.13,220.2,-599.5,-102.7,381.2,29.9,-127.7197,-0.813,
2124.8,1473.2,-862.1,9799,1.14,223.9,-620.8,-97.1,382.1,30,-127.5805,-0.8015,
2125,1473.3,-856.2,9760,1.15,227.5,-642.1,-91.5,382.9,30,-127.444,-0.79,
2125.1,1473.4,-850.4,9748,1.16,231.2,-663.4,-86,383.8,30.1,-127.3097,-0.7784,
2125.3,1473.5,-844.6,9755,1.17,234.9,-684.8,-80.4,384.6,30.1,-127.1775,-0.7669,
2125.4,1473.6,-838.7,9766,1.17,238.6,-706.1,-74.8,385.5,30.2,-127.0477,-0.7554,
2125.6,1473.7,-832.9,9763,1.18,242.3,-727.4,-69.3,386.3,30.3,-126.9203,-0.7439,
2125.7,1473.7,-827.1,9741,1.19,246,-748.7,-63.7,387.2,30.3,-126.7954,-0.7324,
2125.9,1473.8,-821.3,9729,1.2,249.7,-770,-58.1,388.1,30.4,-126.673,-0.7209,
2126,1473.9,-815.5,9719,1.21,253.4,-791.4,-52.6,388.9,30.4,-126.5531,-0.7094,
2126.2,1474,-809.7,9704,1.22,257.2,-812.7,-47,389.8,30.5,-126.4355,-0.6978,
2126.3,1474.1,-804,9685,1.23,260.9,-834,-41.4,390.6,30.6,-126.3202,-0.6863,
2126.5,1474.2,-798.2,9660,1.24,264.6,-855.3,-35.9,391.5,30.6,-126.2073,-0.6749,
2126.6,1474.3,-792.4,9638,1.25,268.3,-876.7,-30.3,392.4,30.7,-126.0968,-0.6634,
2126.8,1474.3,-786.7,9651,1.26,272.1,-898,-24.7,393.2,30.7,-125.9887,-0.6519,
2126.9,1474.4,-780.9,9679,1.26,275.8,-919.3,-19.2,394.1,30.8,-125.883,-0.6404,
2127.1,1474.5,-775.1,9703,1.27,279.5,-940.7,-13.6,394.9,30.9,-125.7795,-0.6289,
2127.2,1474.6,-769.4,9715,1.28,283.3,-962,-8,395.8,30.9,-125.6782,-0.6174,
2127.4,1474.7,-763.7,9711,1.29,287,-983.3,-2.5,396.7,31,-125.5791,-0.6059,
2127.6,1474.8,-757.9,9707,1.3,290.8,-1004.7,3.1,397.5,31,-125.4824,-0.5944,
2127.7,1474.8,-752.2,9714,1.31,294.5,-1026,8.7,398.4,31.1,-125.3881,-0.583,
2127.9,1474.9,-746.5,9716,1.32,298.3,-1047.4,14.2,399.2,31.2,-125.2961,-0.5715,
2128,1475,-738.1,9687,1.33,300.2,-1068.2,19.3,402.2,31.2,-125.0141,-0.5591,
2128.2,1475.1,-719.6,9652,1.34,294.9,-1087,22.4,413.2,31.2,-123.9935,-0.5432,
2128.3,1475.2,-701,9620,1.36,289.6,-1105.8,25.6,424.1,31.2,-122.9729,-0.5273,
2128.5,1475.3,-682.5,9593,1.38,284.3,-1124.7,28.7,435.1,31.1,-121.9523,-0.5114,
2128.6,1475.4,-663.9,9582,1.39,279,-1143.5,31.9,446.1,31.1,-120.9317,-0.4955,
2128.8,1475.4,-645.4,9583,1.41,273.7,-1162.3,35,457,31.1,-119.911,-0.4796,
2128.9,1475.5,-626.9,9609,1.42,268.4,-1181.2,38.2,468,31.1,-118.8903,-0.4637,
2129.1,1475.6,-608.3,9670,1.44,263.1,-1200,41.3,479,31.1,-117.8695,-0.4478,
2129.2,1475.7,-589.8,9729,1.45,257.8,-1218.9,44.5,490,31,-116.8486,-0.4319,
2129.4,1475.8,-571.3,9777,1.47,252.5,-1237.7,47.6,500.9,31,-115.8277,-0.416,
2129.5,1475.9,-552.8,9818,1.48,247.2,-1256.6,50.8,511.9,31,-114.8066,-0.4001,
2129.7,1476,-534.2,9847,1.5,241.9,-1275.5,53.9,522.9,31,-113.7855,-0.3842,
2129.8,1476,-515.7,9873,1.51,236.6,-1294.4,57.1,533.8,31,-112.7643,-0.3683,
2130,1476.1,-497.2,9883,1.53,231.3,-1313.3,60.2,544.8,30.9,-111.743,-0.3524,
2130.1,1476.2,-478.7,9887,1.54,226,-1332.2,63.4,555.8,30.9,-110.7217,-0.3365,
2130.3,1476.3,-460.2,9898,1.56,220.8,-1351,66.5,566.8,30.9,-109.7005,-0.3206,
2130.4,1476.4,-441.7,9909,1.57,215.5,-1369.9,69.7,577.7,30.9,-108.6793,-0.3048,
2130.6,1476.5,-423.2,9902,1.59,210.2,-1388.9,72.8,588.7,30.8,-107.658,-0.2889,
2130.8,1476.6,-404.7,9889,1.6,204.9,-1407.8,76,599.7,30.8,-106.6366,-0.273,
2130.9,1476.6,-386.2,9864,1.62,199.7,-1426.7,79.1,610.6,30.8,-105.6153,-0.2571,
2131.1,1476.7,-367.8,9843,1.63,194.4,-1445.6,82.3,621.6,30.8,-104.594,-0.2412,
2131.2,1476.8,-349.3,9844,1.65,189.1,-1464.5,85.4,632.6,30.8,-103.5727,-0.2253,
2131.4,1476.9,-330.8,9846,1.66,183.8,-1483.5,88.6,643.6,30.7,-102.5513,-0.2094,
2131.5,1477,-312,9843,1.68,178.6,-1502.4,91.7,654.5,30.7,-101.5298,-0.1936,
2131.7,1477.1,-288.2,9848,1.7,175.4,-1515.2,91.4,662.7,30.7,-100.5759,-0.1777,
2131.8,1477.1,-262.1,9892,1.72,172.8,-1526,89.9,669.9,30.6,-99.6438,-0.1618,
2132,1477.2,-236.1,9947,1.73,170.3,-1536.8,88.4,677.2,30.6,-98.7118,-0.146,
2132.1,1477.3,-210.1,10003,1.75,167.8,-1547.6,86.9,684.5,30.5,-97.7797,-0.1301,
2132.3,1477.4,-184.1,10042,1.77,165.2,-1558.5,85.4,691.7,30.5,-96.8477,-0.1143,
2132.4,1477.5,-158,10069,1.79,162.7,-1569.3,83.9,699,30.5,-95.9157,-0.0984,
2132.6,1477.6,-132,10060,1.81,160.2,-1580.1,82.4,706.3,30.4,-94.9837,-0.0826,
2132.7,1477.7,-106,10041,1.83,157.7,-1591,80.9,713.6,30.4,-94.0516,-0.0667,
2132.9,1477.7,-80,10022,1.84,155.2,-1601.9,79.4,720.8,30.3,-93.1194,-0.0509,
2133,1477.8,-53.9,10009,1.86,152.6,-1612.7,78,728.1,30.3,-92.187,-0.035,
2133.2,1477.9,-27.9,10006,1.88,150.1,-1623.6,76.5,735.4,30.2,-91.2547,-0.0192,
2133.3,1478,-1.9,10007,1.9,147.6,-1634.5,75,742.7,30.2,-90.3224,-0.0033,
2133.5,1478.1,24.1,10016,1.92,145.1,-1645.4,73.5,750,30.2,-89.3901,0.0125,
2133.6,1478.2,50.1,10032,1.93,142.6,-1656.3,72.1,757.3,30.1,-88.4578,0.0284,
2133.8,1478.3,76.2,10056,1.95,140.1,-1667.2,70.6,764.6,30.1,-87.5254,0.0442,
2134,1478.3,102.2,10074,1.97,137.6,-1678.1,69.1,771.8,30,-86.5931,0.0601,
2134.1,1478.4,128.2,10078,1.99,135.1,-1689,67.7,779.1,30,-85.6607,0.0759,
2134.3,1478.5,154.2,10070,2.01,132.7,-1700,66.2,786.4,29.9,-84.7283,0.0918,
2134.4,1478.6,180.2,10044,2.03,130.2,-1710.9,64.8,793.7,29.9,-83.796,0.1076,
2134.6,1478.7,206.2,10028,2.04,127.7,-1721.9,63.3,801,29.8,-82.8637,0.1235,
2134.7,1478.8,232.2,10027,2.06,125.2,-1732.8,61.9,808.4,29.8,-81.9313,0.1393,
2134.9,1478.9,258.2,10025,2.08,122.8,-1743.8,60.4,815.7,29.8,-80.9988,0.1552,
2135,1478.9,284.3,10027,2.1,120.3,-1754.8,59,823,29.7,-80.0661,0.171,
2135.2,1479,312.1,10031,2.12,117.9,-1762.8,58.9,829,29.7,-79.1544,0.1863,
2135.3,1479.1,342.9,10052,2.14,115.5,-1764.2,61.7,832.2,29.7,-78.2902,0.2002,
2135.5,1479.2,374,10092,2.15,113.2,-1765.6,64.6,835.5,29.6,-77.4261,0.2141,
2135.6,1479.3,405.1,10128,2.17,110.9,-1767,67.4,838.7,29.6,-76.5618,0.228,
2135.8,1479.4,436.2,10151,2.19,108.5,-1768.4,70.3,841.9,29.6,-75.6975,0.242,
2135.9,1479.5,467.3,10166,2.21,106.2,-1769.8,73.2,845.1,29.5,-74.8331,0.2559,
2136.1,1479.5,498.4,10191,2.23,103.8,-1771.2,76,848.4,29.5,-73.9686,0.2698,
2136.2,1479.6,529.5,10224,2.25,101.5,-1772.6,78.9,851.6,29.5,-73.104,0.2838,
2136.4,1479.7,560.6,10228,2.26,99.1,-1774,81.8,854.9,29.5,-72.2393,0.2977,
2136.5,1479.8,591.7,10221,2.28,96.8,-1775.4,84.7,858.1,29.4,-71.3746,0.3116,
2136.7,1479.9,622.9,10228,2.3,94.4,-1776.9,87.6,861.4,29.4,-70.5098,0.3256,
2136.8,1480,654,10243,2.32,92,-1778.3,90.4,864.6,29.4,-69.645,0.3395,
2137,1480,685.1,10271,2.34,89.7,-1779.8,93.3,867.9,29.3,-68.7802,0.3534,
2137.2,1480.1,716.3,10306,2.36,87.3,-1781.2,96.2,871.1,29.3,-67.9151,0.3674,
2137.3,1480.2,747.4,10333,2.37,84.9,-1782.7,99.1,874.4,29.3,-67.0499,0.3813,
2137.5,1480.3,778.6,10355,2.39,82.5,-1784.2,102,877.7,29.3,-66.1847,0.3953,
2137.6,1480.4,809.8,10366,2.41,80.1,-1785.7,104.9,880.9,29.2,-65.3193,0.4092,
2137.8,1480.5,840.9,10360,2.43,77.7,-1787.1,107.9,884.2,29.2,-64.4539,0.4232,
2137.9,1480.6,872.1,10353,2.45,75.4,-1788.6,110.8,887.5,29.2,-63.5884,0.4371,
2138.1,1480.6,903.3,10359,2.47,72.9,-1790.1,113.7,890.8,29.1,-62.7228,0.4511,
2138.2,1480.7,934.5,10390,2.48,70.5,-1791.7,116.6,894.1,29.1,-61.8571,0.465,
2138.4,1480.8,965.7,10416,2.5,68.1,-1793.2,119.5,897.4,29.1,-60.9914,0.479,
2138.5,1480.9,996.9,10410,2.52,65.7,-1794.7,122.5,900.7,29.1,-60.1256,0.4929,
2138.7,1481,1028.1,10408,2.54,63.3,-1796.2,125.4,904,29,-59.2597,0.5069,
2138.8,1481.1,1061.6,10414,2.56,55.9,-1785.8,128.9,903,29,-58.4022,0.5185,
2139,1481.2,1095.6,10406,2.57,47.6,-1773.3,132.5,901.3,29,-57.5461,0.5298,
2139.1,1481.2,1129.5,10391,2.59,39.3,-1760.9,136,899.6,29,-56.6898,0.5411,
2139.3,1481.3,1163.4,10372,2.6,31.1,-1748.4,139.6,897.9,29.1,-55.8334,0.5523,
2139.4,1481.4,1197.3,10358,2.62,22.8,-1736,143.2,896.2,29.1,-54.9769,0.5636,
2139.6,1481.5,1231.3,10362,2.63,14.5,-1723.5,146.8,894.5,29.1,-54.1203,0.5748,
2139.7,1481.6,1265.2,10361,2.65,6.3,-1711.1,150.3,892.8,29.1,-53.2636,0.5861,
2139.9,1481.7,1299.2,10315,2.66,-2,-1698.7,153.9,891.1,29.1,-52.4068,0.5974,
2140.1,1481.8,1333.2,10254,2.68,-10.3,-1686.2,157.5,889.4,29.1,-51.5498,0.6087,
2140.2,1481.8,1367.2,10198,2.69,-18.6,-1673.8,161,887.7,29.1,-50.6927,0.6199,
2140.4,1481.9,1401.2,10153,2.7,-26.9,-1661.3,164.6,886.1,29.1,-49.8354,0.6312,
2140.5,1482,1435.2,10109,2.72,-35.2,-1648.9,168.2,884.4,29.1,-48.978,0.6425,
2140.7,1482.1,1469.2,10062,2.73,-43.5,-1636.5,171.7,882.7,29.1,-48.1207,0.6538,
2140.8,1482.2,1503.2,10023,2.75,-51.8,-1624,175.3,881,29.1,-47.2631,0.6651,
2141,1482.3,1537.3,9989,2.76,-60.1,-1611.6,178.9,879.3,29.1,-46.4054,0.6763,
2141.1,1482.4,1571.3,9973,2.78,-68.4,-1599.1,182.4,877.6,29.2,-45.5475,0.6876,
2141.3,1482.4,1605.3,9962,2.79,-76.7,-1586.7,186,876,29.2,-44.6895,0.6989,
2141.4,1482.5,1639.4,9972,2.81,-85,-1574.3,189.5,874.3,29.2,-43.8314,0.7102,
2141.6,1482.6,1673.5,9982,2.82,-93.4,-1561.8,193.1,872.6,29.2,-42.9732,0.7215,
2141.7,1482.7,1707.5,9990,2.84,-101.7,-1549.4,196.7,870.9,29.2,-42.1149,0.7328,
2141.9,1482.8,1741.6,10001,2.85,-110,-1536.9,200.2,869.3,29.2,-41.2565,0.7441,
2142,1482.9,1775.7,9999,2.87,-118.4,-1524.5,203.8,867.6,29.2,-40.3981,0.7554,
2142.2,1482.9,1809.8,9995,2.88,-126.7,-1512.1,207.3,865.9,29.2,-39.5396,0.7667,
2142.3,1483,1841.6,10013,2.9,-135.5,-1492.3,208,861.4,29.2,-38.6589,0.7765,
2142.5,1483.1,1870.1,10046,2.9,-145.1,-1462,204.6,852.7,29.3,-37.7468,0.7839,
2142.6,1483.2,1898.6,10076,2.91,-154.7,-1431.8,201.3,844.1,29.3,-36.8347,0.7914,
2142.8,1483.3,1927.2,10097,2.92,-164.2,-1401.5,197.9,835.5,29.3,-35.9225,0.7989,
2142.9,1483.4,1955.7,10118,2.93,-173.8,-1371.2,194.5,826.8,29.4,-35.0103,0.8064,
2143.1,1483.5,1984.2,10156,2.94,-183.3,-1340.9,191.1,818.2,29.4,-34.098,0.8138,
2143.3,1483.5,2012.8,10205,2.95,-192.9,-1310.6,187.8,809.5,29.5,-33.1856,0.8213,
2143.4,1483.6,2041.3,10263,2.95,-202.5,-1280.4,184.4,800.9,29.5,-32.2731,0.8288,
2143.6,1483.7,2069.9,10307,2.96,-212,-1250.1,181,792.2,29.5,-31.3605,0.8363,
2143.7,1483.8,2098.4,10334,2.97,-221.6,-1219.8,177.6,783.6,29.6,-30.4479,0.8438,
2143.9,1483.9,2127,10336,2.98,-231.2,-1189.5,174.3,774.9,29.6,-29.5352,0.8513,
2144,1484,2155.6,10283,2.99,-240.8,-1159.2,170.9,766.3,29.7,-28.6224,0.8588,
2144.2,1484.1,2184.2,10221,3,-250.3,-1128.9,167.5,757.6,29.7,-27.7096,0.8663,
2144.3,1484.1,2212.8,10208,3.01,-259.9,-1098.6,164.1,749,29.7,-26.7966,0.8737,
2144.5,1484.2,2241.4,10213,3.01,-269.5,-1068.2,160.8,740.3,29.8,-25.8836,0.8812,
2144.6,1484.3,2270,10222,3.02,-279.1,-1037.9,157.4,731.6,29.8,-24.9705,0.8887,
2144.8,1484.4,2298.6,10232,3.03,-288.7,-1007.6,154,723,29.9,-24.0573,0.8962,
2144.9,1484.5,2327.2,10254,3.04,-298.2,-977.3,150.6,714.3,29.9,-23.1441,0.9037,
2145.1,1484.6,2355.8,10285,3.05,-307.8,-946.9,147.2,705.6,29.9,-22.2308,0.9112,
2145.2,1484.7,2384.5,10319,3.06,-317.4,-916.6,143.9,697,30,-21.3174,0.9187,
2145.4,1484.7,2413.1,10344,3.06,-327,-886.2,140.5,688.3,30,-20.404,0.9262,
2145.5,1484.8,2441.7,10362,3.07,-336.6,-855.9,137.1,679.6,30.1,-19.4905,0.9337,
2145.7,1484.9,2470.4,10380,3.08,-346.2,-825.6,133.7,670.9,30.1,-18.5769,0.9412,
2145.8,1485,2496.9,10376,3.09,-355.8,-795.2,130.3,662.3,30.1,-17.6632,0.9487,
2146,1485.1,2513.1,10332,3.09,-357.6,-753.1,130.4,653.5,30.2,-16.7476,0.9508,
2146.1,1485.2,2526.5,10295,3.1,-359.2,-710.5,130.7,644.7,30.2,-15.8319,0.9527,
2146.3,1485.3,2540,10241,3.1,-360.8,-667.9,130.9,635.9,30.3,-14.9162,0.9545,
2146.5,1485.3,2553.5,10185,3.1,-362.5,-625.4,131.1,627.1,30.4,-14.0003,0.9564,
2146.6,1485.4,2567,10121,3.11,-364.1,-582.8,131.3,618.3,30.4,-13.0845,0.9583,
2146.8,1485.5,2580.5,10042,3.11,-365.7,-540.2,131.5,609.5,30.5,-12.1686,0.9601,
2146.9,1485.6,2594,9949,3.11,-367.3,-497.6,131.8,600.7,30.5,-11.2527,0.962,
2147.1,1485.7,2607.5,9853,3.12,-368.9,-455,132,591.9,30.6,-10.3367,0.9639,
2147.2,1485.8,2621.1,9773,3.12,-370.5,-412.4,132.2,583,30.6,-9.4205,0.9657,
2147.4,1485.9,2634.6,9744,3.12,-372.2,-369.8,132.4,574.2,30.7,-8.5043,0.9676,
2147.5,1485.9,2648.1,9755,3.13,-373.8,-327.1,132.6,565.4,30.8,-7.588,0.9695,
2147.7,1486,2661.6,9773,3.13,-375.4,-284.5,132.8,556.6,30.8,-6.6715,0.9714,
2147.8,1486.1,2675.1,9826,3.14,-377.1,-241.8,133,547.7,30.9,-5.7551,0.9732,
2148,1486.2,2688.7,9897,3.14,-378.7,-199.2,133.2,538.9,30.9,-4.8385,0.9751,
2148.1,1486.3,2702.2,9955,3.14,-380.4,-156.5,133.4,530,31,-3.9219,0.977,
2148.3,1486.4,2715.8,9977,3.15,-382,-113.9,133.5,521.2,31,-3.0052,0.9788,
2148.4,1486.4,2729.3,9989,3.15,-383.7,-71.2,133.7,512.4,31.1,-2.0885,0.9807,
2148.6,1486.5,2742.9,9969,3.15,-385.3,-28.5,133.9,503.5,31.2,-1.1718,0.9826,
2148.7,1486.6,2756.4,9930,3.16,-387,14.2,134.1,494.6,31.2,-0.2549,0.9845,
2148.9,1486.7,2770,9853,3.16,-388.7,56.9,134.3,485.8,31.3,0.662,0.9863,
2149,1486.8,2783.5,9768,3.16,-390.3,99.6,134.4,476.9,31.3,1.579,0.9882,
2149.2,1486.9,2797.1,9706,3.17,-392,142.3,134.6,468.1,31.4,2.4961,0.9901,
2149.3,1487,2810.7,9681,3.17,-393.7,185.1,134.8,459.2,31.4,3.4133,0.992,
2149.5,1487,2815.5,9707,3.18,-399.7,231.5,133.6,455.9,31.5,4.347,0.9906,
2149.7,1487.1,2812.2,9756,3.18,-409.6,281.3,131,457.9,31.6,5.2959,0.9863,
2149.8,1487.2,2809,9807,3.19,-419.6,331.2,128.5,459.9,31.6,6.2449,0.982,
2150,1487.3,2805.7,9847,3.2,-429.6,381,126,461.9,31.7,7.1939,0.9777,
2150.1,1487.4,2802.5,9847,3.2,-439.6,430.9,123.5,463.9,31.8,8.143,0.9734,
2150.3,1487.5,2799.2,9813,3.21,-449.6,480.7,120.9,465.9,31.8,9.0922,0.9691,
2150.4,1487.6,2795.9,9755,3.22,-459.5,530.6,118.4,467.9,31.9,10.0415,0.9648,
2150.6,1487.6,2792.6,9707,3.22,-469.5,580.5,115.9,469.9,32,10.9908,0.9605,
2150.7,1487.7,2789.4,9700,3.23,-479.5,630.4,113.3,471.9,32,11.9402,0.9562,
2150.9,1487.8,2786.1,9708,3.24,-489.4,680.3,110.8,473.9,32.1,12.8896,0.9519,
2151,1487.9,2782.8,9690,3.24,-499.4,730.2,108.2,476,32.2,13.8392,0.9476,
2151.2,1488,2779.5,9661,3.25,-509.4,780.1,105.7,478,32.2,14.7888,0.9433,
2151.3,1488.1,2776.2,9642,3.26,-519.3,830.1,103.1,480,32.3,15.7384,0.939,
2151.5,1488.2,2772.9,9662,3.26,-529.3,880,100.6,482.1,32.4,16.6882,0.9347,
2151.6,1488.2,2769.6,9693,3.27,-539.2,929.9,98,484.1,32.4,17.638,0.9304,
2151.8,1488.3,2766.3,9742,3.28,-549.1,979.9,95.4,486.2,32.5,18.5879,0.9261,
2151.9,1488.4,2763,9762,3.28,-559.1,1029.9,92.9,488.2,32.6,19.5378,0.9218,
2152.1,1488.5,2759.7,9732,3.29,-569,1079.8,90.3,490.3,32.6,20.4877,0.9175,
2152.2,1488.6,2756.4,9697,3.3,-578.9,1129.8,87.7,492.3,32.7,21.4377,0.9132,
2152.4,1488.7,2753.1,9672,3.3,-588.9,1179.8,85.2,494.4,32.7,22.3878,0.9089,
2152.5,1488.8,2749.7,9655,3.31,-598.8,1229.8,82.6,496.5,32.8,23.3379,0.9046,
2152.7,1488.8,2746.4,9640,3.32,-608.7,1279.8,80,498.6,32.9,24.2881,0.9003,
2152.9,1488.9,2743.1,9620,3.32,-618.6,1329.8,77.4,500.6,32.9,25.2383,0.896,
2153,1489,2737.8,9608,3.33,-627.5,1379.9,74.1,504.3,33,26.1973,0.8911,
2153.2,1489.1,2707.7,9607,3.34,-624.1,1430.6,62.3,527.9,33.1,27.2644,0.8796,
2153.3,1489.2,2677.5,9605,3.35,-620.7,1481.3,50.4,551.4,33.1,28.3316,0.8682,
2153.5,1489.3,2647.4,9599,3.36,-617.2,1531.9,38.6,574.9,33.2,29.3988,0.8567,
2153.6,1489.3,2617.3,9598,3.37,-613.8,1582.6,26.7,598.4,33.2,30.466,0.8452,
2153.8,1489.4,2587.1,9599,3.38,-610.3,1633.3,14.9,622,33.3,31.5332,0.8337,
2153.9,1489.5,2557,9595,3.4,-606.9,1684,3,645.5,33.3,32.6004,0.8222,
2154.1,1489.6,2526.8,9583,3.41,-603.4,1734.7,-8.8,669,33.4,33.6678,0.8107,
2154.2,1489.7,2496.7,9552,3.42,-600,1785.4,-20.7,692.6,33.4,34.7351,0.7993,
2154.4,1489.8,2466.5,9529,3.43,-596.5,1836.1,-32.5,716.1,33.5,35.8024,0.7878,
2154.5,1489.9,2436.3,9538,3.44,-593.1,1886.8,-44.4,739.6,33.5,36.8697,0.7763,
2154.7,1489.9,2406.1,9512,3.45,-589.6,1937.5,-56.2,763.2,33.6,37.937,0.7648,
2154.8,1490,2376,9475,3.46,-586.1,1988.2,-68.1,786.7,33.6,39.0044,0.7533,
2155,1490.1,2345.8,9437,3.47,-582.6,2039,-79.9,810.3,33.7,40.0718,0.7418,
2155.1,1490.2,2315.6,9415,3.48,-579.2,2089.7,-91.7,833.8,33.8,41.1392,0.7303,
2155.3,1490.3,2285.4,9423,3.49,-575.7,2140.4,-103.6,857.3,33.8,42.2066,0.7188,
2155.4,1490.4,2255.1,9434,3.5,-572.2,2191.1,-115.4,880.9,33.9,43.2741,0.7073,
2155.6,1490.5,2224.9,9451,3.51,-568.7,2241.9,-127.3,904.4,33.9,44.3416,0.6958,
2155.7,1490.5,2194.7,9468,3.52,-565.2,2292.6,-139.1,928,34,45.4091,0.6843,
2155.9,1490.6,2164.4,9462,3.54,-561.7,2343.4,-150.9,951.5,34,46.4767,0.6729,
2156.1,1490.7,2134.2,9452,3.55,-558.2,2394.1,-162.8,975.1,34.1,47.5443,0.6614,
2156.2,1490.8,2103.9,9447,3.56,-554.7,2444.8,-174.6,998.6,34.1,48.6119,0.6499,
2156.4,1490.9,2073.7,9437,3.57,-551.2,2495.6,-186.4,1022.2,34.2,49.6795,0.6384,
2156.5,1491,2042.9,9403,3.58,-547.7,2546.4,-198.2,1045.7,34.2,50.7471,0.6269,
2156.7,1491.1,1998.4,9367,3.59,-537.7,2584.2,-205.4,1066.2,34.3,51.8184,0.6122,
2156.8,1491.1,1944.9,9329,3.6,-524,2614.4,-209.8,1084.8,34.3,52.8919,0.5957,
2157,1491.2,1891.3,9295,3.61,-510.2,2644.6,-214.2,1103.4,34.3,53.9654,0.5792,
2157.1,1491.3,1837.7,9274,3.61,-496.4,2674.8,-218.6,1122,34.4,55.0389,0.5626,
2157.3,1491.4,1784,9266,3.62,-482.6,2704.9,-223,1140.6,34.4,56.1125,0.5461,
2157.4,1491.5,1730.4,9263,3.63,-468.8,2735.1,-227.4,1159.2,34.5,57.1861,0.5296,
2157.6,1491.6,1676.8,9256,3.64,-455.1,2765.3,-231.8,1177.7,34.5,58.2597,0.513,
2157.7,1491.7,1623.2,9246,3.65,-441.3,2795.5,-236.2,1196.3,34.5,59.3332,0.4965,
2157.9,1491.7,1569.5,9238,3.66,-427.5,2825.7,-240.6,1214.9,34.6,60.4068,0.48,
2158,1491.8,1515.9,9226,3.67,-413.7,2855.9,-245,1233.5,34.6,61.4804,0.4634,
2158.2,1491.9,1462.2,9206,3.68,-399.9,2886.1,-249.4,1252.1,34.6,62.554,0.4469,
2158.3,1492,1408.6,9176,3.68,-386.1,2916.3,-253.8,1270.7,34.7,63.6277,0.4304,
2158.5,1492.1,1354.9,9130,3.69,-372.4,2946.5,-258.2,1289.3,34.7,64.7014,0.4138,
2158.6,1492.2,1301.2,9097,3.7,-358.6,2976.7,-262.6,1307.9,34.7,65.7751,0.3973,
2158.8,1492.2,1247.5,9103,3.71,-344.8,3006.9,-267,1326.5,34.8,66.8489,0.3807,
2158.9,1492.3,1193.8,9112,3.72,-331,3037.1,-271.4,1345,34.8,67.9227,0.3642,
2159.1,1492.4,1140.1,9114,3.73,-317.2,3067.3,-275.8,1363.6,34.8,68.9964,0.3477,
2159.3,1492.5,1086.4,9116,3.74,-303.4,3097.5,-280.2,1382.2,34.9,70.0702,0.3311,
2159.4,1492.6,1032.7,9105,3.75,-289.6,3127.7,-284.6,1400.8,34.9,71.144,0.3146,
2159.6,1492.7,979,9083,3.75,-275.8,3157.9,-289,1419.4,35,72.2178,0.2981,
2159.7,1492.8,925.3,9052,3.76,-262,3188.1,-293.4,1438,35,73.2917,0.2815,
2159.9,1492.8,871.6,9029,3.77,-248.2,3218.3,-297.8,1456.5,35,74.3655,0.265,
2160,1492.9,817.8,9005,3.78,-234.4,3248.4,-302.2,1475.1,35.1,75.4394,0.2484,
2160.2,1493,761.5,8971,3.79,-220.9,3273.9,-306.5,1491.2,35.1,76.514,0.2315,
2160.3,1493.1,699,8933,3.79,-208.6,3278.2,-310.4,1496.4,35.1,77.5913,0.213,
2160.5,1493.2,635.7,8910,3.79,-196.3,3282.5,-314.2,1501.6,35.1,78.6686,0.1945,
2160.6,1493.3,572.5,8920,3.8,-183.9,3286.8,-318,1506.8,35.2,79.746,0.176,
2160.8,1493.4,509.2,8941,3.8,-171.6,3291.1,-321.8,1512,35.2,80.8234,0.1575,
2160.9,1493.4,445.9,8943,3.8,-159.3,3295.3,-325.7,1517.2,35.2,81.9008,0.139,
2161.1,1493.5,382.5,8912,3.8,-146.9,3299.6,-329.5,1522.3,35.2,82.9782,0.1204,
2161.2,1493.6,319.2,8884,3.81,-134.6,3303.9,-333.3,1527.5,35.2,84.0557,0.1019,
2161.4,1493.7,255.9,8872,3.81,-122.2,3308.1,-337.1,1532.7,35.3,85.1331,0.0834,
2161.5,1493.8,192.6,8871,3.81,-109.9,3312.4,-341,1537.8,35.3,86.2106,0.0649,
2161.7,1493.9,129.3,8880,3.81,-97.5,3316.7,-344.8,1543,35.3,87.2881,0.0464,
2161.8,1494,65.9,8882,3.82,-85.2,3320.9,-348.6,1548.2,35.3,88.3657,0.0279,
2162,1494,2.6,8873,3.82,-72.8,3325.2,-352.4,1553.3,35.4,89.4433,0.0093,
2162.1,1494.1,-60.8,8863,3.82,-60.4,3329.4,-356.2,1558.5,35.4,90.5208,-0.0092,
2162.3,1494.2,-124.1,8843,3.82,-48.1,3333.6,-360.1,1563.6,35.4,91.5984,-0.0277,
